ENSEMBL	ENTREZID	SYMBOL	DESCRIPTION	LPS100.B100_1_hit.vs.Ctrl_1_hit.astro.logFC	LPS100.B100.vs.Ctrl.micro.logFC	LPS100.B100_1_hit.vs.Ctrl_1_hit.astro.p.value	LPS100.B100.vs.Ctrl.micro.p.value
ENSOARG00000007049		ABCD1	ATP binding cassette subfamily D member 1	-1.07268434035952	-1.44746394274328	0.0176533322141046	0.0013103313162143
ENSOARG00000007076	101101872	CTNNAL1	catenin alpha like 1	-1.25275881675652	-1.00843335955446	0.00563704759261436	0.0112713354548282
ENSOARG00000007118	101110154	TP53I13	tumor protein p53 inducible protein 13	-0.991568788513957	-2.12052048252414	0.0433946317383891	0.000407771889718876
ENSOARG00000007142		SSBP3	single stranded DNA binding protein 3	-1.43219571590627	-1.83439689086471	0.0174179774949423	0.000294504896901003
ENSOARG00000007148		CDKN2AIP	CDKN2A interacting protein	2.15692766813026	1.37538415413787	0.000207339915717936	0.00439044293113342
ENSOARG00000007154	101114584	DDIT4	DNA damage inducible transcript 4	1.64789377366871	1.52286203154206	0.00898516234122401	0.00313706661546686
ENSOARG00000007215		CPPED1	calcineurin like phosphoesterase domain containing 1	-1.85119030179913	-1.4911537146018	0.00200921759475715	0.000258320309077737
ENSOARG00000007233	443057	ISG15	ISG15 ubiquitin-like modifier	3.68592894716124	5.25700278856832	4.86520130615286e-06	1.57386809230501e-05
ENSOARG00000007244	101118240	ACOT11	acyl-CoA thioesterase 11	-2.0447890212676	-1.66398205894107	0.00109652144643771	0.046352505564107
ENSOARG00000007247	101122854	TMEM106B	transmembrane protein 106B	-1.02932991021974	-1.12926206801874	0.0152058499094168	0.00991817138888341
ENSOARG00000007251	101111125	GPBP1	GC-rich promoter binding protein 1	1.38931422845738	1.31779381733748	0.000410681998508812	0.00243736997317199
ENSOARG00000007253				-1.63088271764915	-1.48782655132917	0.00627411088550103	0.00210953618614137
ENSOARG00000007258	101116847	UBE2O	ubiquitin conjugating enzyme E2 O	-0.888755131442381	-0.793052218878421	0.0474143926573739	0.042378198297456
ENSOARG00000007283	101118501	FSD1L	fibronectin type III and SPRY domain containing 1 like	-1.67061838359781	-1.36224779713223	0.00411026793747009	0.0403608538802233
ENSOARG00000007296	101115886	SNX11	sorting nexin 11	1.28821345187073	2.46679992698111	0.000855603962005907	0.000144784705693373
ENSOARG00000007299	101119424	PPP2R3C	protein phosphatase 2 regulatory subunit B''gamma	1.00513949612259	0.981409502269483	0.00692024649157472	0.0082742783795917
ENSOARG00000007304				2.78263720114117	4.45489789424303	9.61087066891121e-05	3.2064662604317e-05
ENSOARG00000007320	101111241	BLNK	B cell linker	-1.50996171056458	-1.2637608228968	0.00982918773966335	0.000844927142893445
ENSOARG00000007356	101113443	LRRC73	leucine rich repeat containing 73	-1.16836350421698	-1.78749700599624	0.024293844497469	0.00525058949867977
ENSOARG00000007365	101104357	HRAS	HRas proto-oncogene, GTPase	-0.960262412963881	-1.15101495920142	0.0276080727881662	0.00780220792397162
ENSOARG00000007374	101105263	SPHK1	sphingosine kinase 1	-1.20830474543669	-2.0711751095054	0.01440953831157	0.00052718038776278
ENSOARG00000007382	101112348	SDS	serine dehydratase	3.08077935830662	1.00591265907795	6.30262806297317e-06	0.0197873603847916
ENSOARG00000007393	101102810	NDST1	N-deacetylase and N-sulfotransferase 1	-0.947623307332337	-0.883847161399964	0.00330014893834099	0.0342903917685184
ENSOARG00000007394	101104090	ARHGEF17	Rho guanine nucleotide exchange factor 17	-1.15022990795614	-1.59992034947722	0.00180896901796594	0.00302978818122242
ENSOARG00000007411	101120897	ASAP3	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3	1.33648599402051	1.63266445438966	0.0221429035620526	0.00913220094708438
ENSOARG00000007422	101111859	CCNQ	cyclin Q	-1.15592717099384	-0.76141386850266	0.0115467740211719	0.0106275956618919
ENSOARG00000007426	101102082	B9D2	B9 domain containing 2	-1.39579794860317	-1.47477272896389	0.0030040792046499	0.00483611972818529
ENSOARG00000007427	101123642		epithelial stromal interaction 1	1.87590518505208	1.0906579927136	0.00261729252243939	0.0461760291724631
ENSOARG00000007429	100192424	PSMA6	proteasome subunit alpha 6	1.25255238115494	1.23582954484851	0.000638465556051235	0.00442371027034636
ENSOARG00000007465		PLXNA1	plexin A1	1.04867315991994	2.37390522916555	0.0346974476384977	0.000712192317827509
ENSOARG00000007476	101104191	SIGIRR	single Ig and TIR domain containing	-1.69143709729417	-1.84128747818265	0.00324309508016404	0.00203251122854983
ENSOARG00000007483	101103676	INF2	inverted formin, FH2 and WH2 domain containing	-1.19897769601036	-0.934102716846197	0.00245281033067708	0.00284438498952853
ENSOARG00000007491	101109443	HSD11B1L	hydroxysteroid 11-beta dehydrogenase 1 like	-1.15847343626478	-1.50569417770856	0.0227606474239134	0.00456982393352061
ENSOARG00000007493	101123162	DHCR24	24-dehydrocholesterol reductase	-0.962130574830152	-1.11827796839273	0.0133259247185731	0.0223767287845735
ENSOARG00000007502	780520	NFKBIA	NFKB inhibitor alpha	2.4597315207062	3.34574287679255	1.11955685065521e-06	6.42458820454453e-05
ENSOARG00000007527	101117517	RAD51D	RAD51 paralog D	0.976898010348569	0.876992515104347	0.0178891149433561	0.0165652842136001
ENSOARG00000007547				-1.57564749516649	-1.22171779942938	0.00808570495050209	0.00370524211356206
ENSOARG00000007557	101114372	UBTF	upstream binding transcription factor	-0.897001514648531	-0.659830670077831	0.0341945678290709	0.00831221874130955
ENSOARG00000007573	101109491	TAP2	transporter 2, ATP binding cassette subfamily B member	2.04731821529257	1.81753083441681	0.000504648697844463	0.00153704531780372
ENSOARG00000007577	101114273	ZBTB49	zinc finger and BTB domain containing 49	0.96749755139736	1.87153343974516	0.00853279028079216	7.52514997689069e-05
ENSOARG00000007591	101107699	NLRP3	NLR family pyrin domain containing 3	2.72348883884911	4.37540128849012	8.50600668716791e-05	1.80892661176667e-05
ENSOARG00000007592	443460	PTGS2	prostaglandin-endoperoxide synthase 2	4.98475904057303	5.84453066690656	0.000404341450384263	0.000128394392664744
ENSOARG00000007603	101112936	IFI16	interferon gamma inducible protein 16	1.48730676637425	1.92678487251777	0.000907263631385425	0.00570748825133103
ENSOARG00000007605	101120014	FNBP4	formin binding protein 4	1.64805975054848	1.51298525057446	8.15348560623773e-05	0.00181906523848169
ENSOARG00000007614	101110905	ACSL1	acyl-CoA synthetase long chain family member 1	0.989628016991198	1.06652495682945	0.0338862784521259	0.0213943104436454
ENSOARG00000007622	100174905	PSMB8	proteasome subunit beta 8	1.23345497728416	0.969841121465409	0.0272190792565576	0.014276835797416
ENSOARG00000007675	101104340	RELT	RELT, TNF receptor	-1.58657155037976	-1.19002577083817	0.00960459864885445	0.00610633796681077
ENSOARG00000007683	101111722	CXCL16	C-X-C motif chemokine ligand 16	1.77618993877361	2.83704969469818	6.28438867343075e-05	0.000129828414505056
ENSOARG00000007690	101103373	S1PR3	sphingosine-1-phosphate receptor 3	1.95110135537811	2.3759474876279	4.69995497090096e-05	0.00245105798363689
ENSOARG00000007713	101121165	NAB2	NGFI-A binding protein 2	-1.01724427129318	-0.794693469863305	0.0418178307097167	0.0116186375064204
ENSOARG00000007738	101115580	TAP1	transporter 1, ATP binding cassette subfamily B member	2.44181012107327	3.21241012039013	8.31090290209146e-05	4.75355059181411e-05
ENSOARG00000007751	101110140	IFFO1	intermediate filament family orphan 1	-1.51251579253313	-1.66851026376215	0.000288268866288617	0.000232732120951674
ENSOARG00000007771	101104121	SEMA4D	semaphorin 4D	-2.37471987651787	-1.81893287960459	4.69995497090096e-05	0.00259604877181922
ENSOARG00000007797	101112493	ARRB2	arrestin beta 2	-2.18366371482933	-1.54801155910891	0.000525880939261018	0.000261872709083453
ENSOARG00000007810	105609034	ANKRD16	ankyrin repeat domain 16	-1.03960988998343	-1.57552809500531	0.0327195886319304	0.000156105468166936
ENSOARG00000007814	101105303	SYK	spleen associated tyrosine kinase	-1.72052334473699	-1.32483555507551	0.000173735282221792	0.0254803998923469
ENSOARG00000007866	101115834	PSMB9	proteasome subunit beta 9	2.25131113211139	3.25532301726409	0.000655143918596744	4.96830816137516e-05
ENSOARG00000007893				-1.0502590256132	-1.34954644547137	0.0323545577096835	0.00667764988568129
ENSOARG00000007934	101104909	HS3ST1	heparan sulfate-glucosamine 3-sulfotransferase 1	3.47649205292408	4.2041412698196	0.000639319268193818	0.000321347799669943
ENSOARG00000007935	101111472	PLA2G4A	phospholipase A2 group IVA	2.0626833325837	3.03476049807323	0.00138141970338974	0.000648078569645995
ENSOARG00000007944	101116005	SLAMF8	SLAM family member 8	1.39183612311511	3.583395627488	0.000974037017089968	4.78893927134008e-05
ENSOARG00000007953	101108340	TMEM184C	transmembrane protein 184C	0.826904951455223	0.7486964411414	0.0425281199974017	0.033153872993173
ENSOARG00000008014	101104584	LRCH1	leucine rich repeats and calponin homology domain containing 1	1.19891661138001	1.62552287023555	0.00444954699394093	0.00309982537216537
ENSOARG00000008016	101104657	TNIP1	TNFAIP3 interacting protein 1	1.79189096526473	2.18519348848058	0.000397347257240704	0.00022282673657021
ENSOARG00000008020	101102508	ERF	ETS2 repressor factor	-1.01251173595247	-1.59016737893484	0.00612590038738713	0.000166656370471217
ENSOARG00000008034		MAF	MAF bZIP transcription factor	-2.19509231891041	-3.10369075800878	8.86152294003814e-05	0.00120152363626413
ENSOARG00000008067		SNX18	sorting nexin 18	-0.900024969703236	-1.25893733245351	0.0239497883592197	0.00609955146559693
ENSOARG00000008103	101102478	ZSWIM4	zinc finger SWIM-type containing 4	1.06557711254266	2.26715528229525	0.0295011498503347	0.00174073574110348
ENSOARG00000008124	100145881	ARL4A	ADP ribosylation factor like GTPase 4A	1.19117301352701	1.30358978504262	0.0406558138857978	0.0208107054162995
ENSOARG00000008140	101104938		protein AHNAK2	-1.74399663941628	-2.1849281706418	3.3769621517092e-06	9.62124840986939e-05
ENSOARG00000008143	101120499	SMPDL3A	sphingomyelin phosphodiesterase acid like 3A	-1.07922640425107	-1.54969171465546	0.0358593889902493	0.000279198873779713
ENSOARG00000008161	101107664	FGD3	FYVE, RhoGEF and PH domain containing 3	-2.02205473647781	-1.74859710529378	0.0152862233456504	0.000160913230158852
ENSOARG00000008178	101104700	IFITM3	interferon induced transmembrane protein 3	1.57823716314453	1.31027033567874	0.0173539440301921	0.0301154648534091
ENSOARG00000008183		TRIB1	tribbles pseudokinase 1	1.11093591832664	1.81922421763499	0.0269778831824162	0.00199202251495992
ENSOARG00000008211				1.60207380885466	0.942754590060103	0.0158077227821816	0.0348732837057963
ENSOARG00000008221				-1.91263056237533	-3.83409679705699	0.000441312687622102	0.000303579640353935
ENSOARG00000008243	101102721	NOD1	nucleotide binding oligomerization domain containing 1	1.61424877997331	0.652002514517543	0.000178536020020162	0.0399027329523864
ENSOARG00000008258	101107810	RGS19	regulator of G protein signaling 19	-1.64397181024176	-1.90216270294376	0.00139810604068914	4.64316255502864e-05
ENSOARG00000008330	101122350	WDR91	WD repeat domain 91	-2.17823008373079	-2.24446901282611	7.00379909963871e-06	4.43899892262381e-05
ENSOARG00000008333	443540	TNF	tumor necrosis factor	4.78124629392993	5.99400519791961	1.11955685065521e-06	9.33423465819799e-06
ENSOARG00000008340	101118711	TBX21	T-box 21	6.12538194003243	4.69293724226562	3.92570739630307e-05	3.13962064617963e-05
ENSOARG00000008357	101117649	STAM2	signal transducing adaptor molecule 2	1.07148465429685	1.01353164328906	0.00747583016779847	0.00572383434890841
ENSOARG00000008369	443232	CD40	CD40 molecule	2.92896511109249	5.57130836172042	3.11743386239123e-05	1.26770408662867e-05
ENSOARG00000008401	101120603	PARP8	poly(ADP-ribose) polymerase family member 8	1.82987900511218	1.88973270421416	7.00379909963871e-06	0.00011129403972126
ENSOARG00000008430	101121705	JAML	junction adhesion molecule like	-1.75544830492	-1.1358901053336	0.00915396884702173	0.0024494609750526
ENSOARG00000008451	100913167	PRR15	proline rich 15	3.08065209672504	5.10455092927368	0.000531703456020998	1.32401022990282e-05
ENSOARG00000008452	100302313	ARL5A	ADP ribosylation factor like GTPase 5A	1.05904824189638	2.00426286525207	0.0147620654552786	0.000100595921198827
ENSOARG00000008461	101113133	HABP4	hyaluronan binding protein 4	-1.70074264644676	-2.26200946408215	0.000370711060395771	0.000102410959460604
ENSOARG00000008521	101113847		SHC adaptor protein 2	-0.998672122985619	-0.951303181398232	0.0248188761738323	0.00781317567486206
ENSOARG00000008524	101104140	PTGES	prostaglandin E synthase	3.05124177204674	4.85509039298126	0.000146118364937105	0.000321347799669943
ENSOARG00000008526	101112273	PIK3AP1	phosphoinositide-3-kinase adaptor protein 1	1.29022235656767	1.70297396558814	0.000310426741716959	0.00331025960978808
ENSOARG00000008535	101105973	PRSS53	serine protease 53	-1.15559210787378	-1.61040710437654	0.0156757326710595	0.000726564396997682
ENSOARG00000008597	101123121	SGMS2	sphingomyelin synthase 2	1.1824938634305	1.9358230495003	0.00932640765585286	8.98793472438893e-05
ENSOARG00000008598	101104588	MKS1	Meckel syndrome, type 1	-1.13551009734058	-1.27209347521871	0.0159758480093927	0.00317947157406297
ENSOARG00000008610	101121563		cytochrome P450 2J2-like	2.05153098543805	1.74888769735144	0.00545906169755887	0.001011484661567
ENSOARG00000008628				1.66725012239667	1.51455391083397	0.000157645393566534	0.0387158430006006
ENSOARG00000008659	101118671	NEB	nebulin	1.53306431027067	1.13695297901617	0.0004690282715701	0.0101949898172208
ENSOARG00000008668	101113460	FBP2	fructose-bisphosphatase 2	2.45946265912194	3.36220243644634	0.000997821320449854	0.000499819624668934
ENSOARG00000008683	101113725	CTSL	cathepsin L	1.31794341701771	1.22372838313741	0.0226860234984493	0.0413023210424699
ENSOARG00000008693	101119259	CISH	cytokine inducible SH2 containing protein	3.91450633558348	7.94203353659318	3.59745538179303e-06	1.32401022990282e-05
ENSOARG00000008702	101121820	LOC101121820	cytochrome P450 2J2-like	2.60256713999799	2.89995080522665	0.000402328668957646	0.000128394392664744
ENSOARG00000008707	101111016	TICAM1	toll like receptor adaptor molecule 1	1.58191617647338	2.50881565622726	8.93848122866826e-05	4.25311237754702e-05
ENSOARG00000008722	101121434		RAS p21 protein activator 3	-1.12980234984791	-1.93646302339951	0.00294698008743046	6.58964039952168e-05
ENSOARG00000008734	101113364	TPCN1	two pore segment channel 1	-1.40398484061625	-2.11363598559464	0.00019359197067023	0.000114587062441659
ENSOARG00000008746	101103290	SAMD8	sterile alpha motif domain containing 8	1.78585918864873	1.75758205793819	0.00236035897488321	0.00127184938096762
ENSOARG00000008789	101107484	PC	pyruvate carboxylase	-1.02826372542347	-1.14505137876566	0.0098795142385275	0.012950657353094
ENSOARG00000008834	101117117	HSPA1L	heat shock protein family A (Hsp70) member 1 like	-1.50682908839578	-1.80419506472392	0.00265843408166028	0.000502269013215745
ENSOARG00000008861	101120971	SLAMF6	SLAM family member 6	2.35394342662864	3.78957698312816	0.000148635734974185	6.96991000393436e-05
ENSOARG00000008867	100302564	PLAUR	plasminogen activator, urokinase receptor	1.23181308895542	2.54049612972162	0.000342077374282227	0.000228583469350951
ENSOARG00000008878	101102779	CD84	CD84 molecule	1.06292650239215	2.14612335826663	0.0218739865982921	0.00212880127604996
ENSOARG00000008893	678672	SLAMF1	signaling lymphocytic activation molecule family member 1	4.23499109292983	6.19315109713819	1.21562843654005e-05	1.32401022990282e-05
ENSOARG00000008907	443226	TIMELESS	timeless circadian regulator	-0.944595289693408	-1.33259651554184	0.0315961385554395	0.00111210029046378
ENSOARG00000008926				1.97630918438491	2.99142858994057	0.0329680145443589	0.000664833386717885
ENSOARG00000008947		KCNN4	potassium calcium-activated channel subfamily N member 4	-1.40777680370898	-1.31070009395352	0.0257583707123222	0.00441767194361756
ENSOARG00000008956		OCSTAMP	osteoclast stimulatory transmembrane protein	2.46632058147212	4.02712152544105	0.000326178638790541	2.37328644796947e-05
ENSOARG00000008967	101121221	SLAMF7	SLAM family member 7	2.2302760223569	3.45447915420994	8.2701751536245e-05	8.69733835980454e-05
ENSOARG00000008995	101119603	DNAJC13	DnaJ heat shock protein family (Hsp40) member C13	1.34500111477616	0.997217211584698	0.000865767199883056	0.0314017424107148
ENSOARG00000009019	101119185	TNFAIP6	TNF alpha induced protein 6	3.82753894539146	7.0293800103485	0.000214990940384313	9.33423465819799e-06
ENSOARG00000009096	101118923	MTUS1	microtubule associated scaffold protein 1	-2.1280163662569	-2.0128495444188	0.00548146926235472	5.76599810437476e-05
ENSOARG00000009097				2.20483583060835	2.71259941320705	0.00133681864772798	0.000374211560961035
ENSOARG00000009103	101119445	NMI	N-myc and STAT interactor	2.25199162952441	3.30807267534213	0.000377857540601004	0.000104741491266028
ENSOARG00000009130	101106739	ITGAX	integrin subunit alpha X	1.07710377390972	2.76225255253728	0.0478759060180429	0.000323068637286082
ENSOARG00000009145	101111585	B3GALT4	beta-1,3-galactosyltransferase 4	-1.46769897366783	-1.60448516804118	0.00161962799419899	0.000344822250879165
ENSOARG00000009154	101108211	STAT2	signal transducer and activator of transcription 2	1.83243225031796	1.90875861345095	6.70323662430575e-05	0.00393543456711109
ENSOARG00000009164	101120986	GALT	galactose-1-phosphate uridylyltransferase	-0.918866643103164	-1.7042191690409	0.0173539440301921	0.000775016810608442
ENSOARG00000009176	101110963		poliovirus receptor	2.63942691211544	5.27712296791737	0.00769790641503914	0.000258320309077737
ENSOARG00000009182	101103972	TAX1BP1	Tax1 binding protein 1	0.854706117688679	0.938341749377151	0.0178525846669234	0.0231669394642387
ENSOARG00000009194	101107997	ATP10A	ATPase phospholipid transporting 10A (putative)	1.21353355887538	2.45369414966232	0.0252058964079288	9.18364554553293e-05
ENSOARG00000009199	101119882	RBM43	RNA binding motif protein 43	2.01477014589087	2.38810568161391	0.000180201995631001	0.000123130736586428
ENSOARG00000009205	101102378	CDA	cytidine deaminase	3.37202045760696	3.08102597213017	1.11955685065521e-06	0.000186092613682802
ENSOARG00000009239	101111483	BCL3	B cell CLL/lymphoma 3	1.17347358793242	1.90426953681368	0.00909638474041509	9.88884882475027e-05
ENSOARG00000009241	101119572	CCL8	C-C motif chemokine 8	3.25690745422134	7.92389868130184	0.000452880643717301	2.50819523965817e-05
ENSOARG00000009246	100462692	IL23A	interleukin 23 subunit alpha	3.02132394964286	2.86992072226527	0.00430738976623203	0.000188754770937471
ENSOARG00000009280	780487	F11R	F11 receptor	1.05257537165406	3.3248782069398	0.0140860482777952	0.000243453310160297
ENSOARG00000009303	101110451	OTUD4	OTU deubiquitinase 4	1.51679368966181	1.7229134574936	0.000305628783608156	0.00208659197855418
ENSOARG00000009325	101119148	UNC13D	unc-13 homolog D	-1.34277606833498	-1.09780886314248	0.000936034066315233	0.00136329751008553
ENSOARG00000009334	101101952	UBAP1	ubiquitin associated protein 1	1.0460982336792	1.03537999065869	0.0106818293072009	0.0073517652546436
ENSOARG00000009363	100135692	GLRX2	glutaredoxin 2	1.61125534407106	0.749891997342735	0.00148961523723477	0.043002460870196
ENSOARG00000009378	101104097	PDZRN3	PDZ domain containing ring finger 3	1.00558765662453	1.47222169394546	0.00561849274085834	0.0161095810653874
ENSOARG00000009386	101120049	VPS37A	VPS37A, ESCRT-I subunit	1.09187378823732	0.740633896226731	0.00108807630025295	0.0175918302924966
ENSOARG00000009391	100170652	TAPBP	TAP binding protein	0.98895117507455	1.14906276552758	0.00289748319125314	0.00857227688258081
ENSOARG00000009399	101123168	ARHGAP30	Rho GTPase activating protein 30	-1.67453116870274	-1.17365033648839	0.00598976690352575	0.000926009854978674
ENSOARG00000009440	101118145	MAP4K2	mitogen-activated protein kinase kinase kinase kinase 2	-1.5514602157331	-0.992721112717383	0.000429593788523449	0.00559224762083723
ENSOARG00000009454		LYL1	LYL1, basic helix-loop-helix family member	-2.12086047208558	-1.95798467437609	0.000447762216106762	0.000200089286363498
ENSOARG00000009498	101118312	NFKBIE	NFKB inhibitor epsilon	0.958216444841689	3.1364622552515	0.0200676965656932	0.000186092613682802
ENSOARG00000009508	101113663	KIF5C	kinesin family member 5C	2.04844273701559	2.69176569928276	0.00141023659124764	0.000124920779794801
ENSOARG00000009519	100505403	DAXX	death domain associated protein	1.65513236537675	1.73555763833698	0.00279716238658635	0.000775477707911652
ENSOARG00000009537		DUSP5	dual specificity phosphatase 5	2.60798293234742	2.67368381231237	4.31057912409388e-06	6.12038898464492e-05
ENSOARG00000009545		RELB	RELB proto-oncogene, NF-kB subunit	1.08321476665154	2.15652294808094	0.000338352846840839	0.000174049454774944
ENSOARG00000009555	101108931	H3F3B	H3 histone, family 3B	1.01968669220043	1.04975849919691	0.00966409373401257	0.00500483480613536
ENSOARG00000009559		TMEM151B	transmembrane protein 151B	3.23707694352563	5.67679518963056	0.00317694420327911	1.95599693589343e-05
ENSOARG00000009565	101114308	PTPN11	protein tyrosine phosphatase, non-receptor type 11	0.870570452700083	2.37233640178096	0.0471862013356386	9.88884882475027e-05
ENSOARG00000009583	101105132	DNAJA1	dnaJ homolog subfamily A member 1	1.27694023984165	1.19699837744911	0.01440953831157	0.00502820192846066
ENSOARG00000009599	101109831	ALDH1A3	aldehyde dehydrogenase 1 family member A3	1.41458810892679	0.988929672092423	0.00690890751392876	0.0274861035056313
ENSOARG00000009611	101104133	LOC101104133	myc box-dependent-interacting protein 1-like	-0.889046272147311	-1.15134000659228	0.0144761974110095	0.00516525504438497
ENSOARG00000009627	101120093	CCL2	C-C motif chemokine 2	1.54835972504011	3.0439300723713	0.00116809283217194	0.000606891372370421
ENSOARG00000009671	101119683	GTF2H1	general transcription factor IIH subunit 1	0.919595558943162	1.08318688774505	0.0115467740211719	0.00277195226972432
ENSOARG00000009682	101105528	RICTOR	RPTOR independent companion of MTOR complex 2	2.053091069167	1.58811214359593	0.00219913893644868	0.00867178664699747
ENSOARG00000009686	101106565	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4	4.82611031089643	4.94204744942071	1.96678883952311e-06	5.76599810437476e-05
ENSOARG00000009693	101114648	FOXP1	forkhead box P1	1.36618079434852	2.22232984456477	0.000180201995631001	3.824366759905e-05
ENSOARG00000009727				1.12538369289008	0.935653662804057	0.00295180796514463	0.0114436061160185
ENSOARG00000009733	101110843	RELL1	RELT like 1	1.33551944061981	2.11312987513811	0.00458055383290492	0.000321347799669943
ENSOARG00000009740	101121673	EIF2AK2	eukaryotic translation initiation factor 2 alpha kinase 2	2.31153262669627	2.62504488637937	0.000450182474331459	0.000227703537289644
ENSOARG00000009749	101118035	PLCD3	phospholipase C delta 3	-1.51910703449662	-1.99795355530309	0.00115690218657419	0.000788558156227939
ENSOARG00000009769	101109809	TRAF3IP2	TRAF3 interacting protein 2	1.01839992171707	1.24335177586638	0.00575418716656224	0.00140379797346594
ENSOARG00000009791	101122711	RGS1	regulator of G protein signaling 1	-1.36594336158426	-1.69338905588782	0.0409749073260034	0.000968619624480914
ENSOARG00000009794	101108481	DGKI	diacylglycerol kinase iota	-1.51262108988634	-1.39727117450553	0.0148537964672211	0.000674900397733227
ENSOARG00000009803	101106766	TWISTNB	TWIST neighbor	1.0184507980864	1.20209508526611	0.0188174264057468	0.00205985016281045
ENSOARG00000009823	101122253	ORC4	origin recognition complex subunit 4	1.18423754652006	2.03066653960549	0.00299175486703768	0.000144784705693373
ENSOARG00000009837	101111285	PGM2	phosphoglucomutase 2	2.05771970140768	3.2550745331317	4.2407215093393e-05	4.00949700414657e-05
ENSOARG00000009845	101105948	OSMR	oncostatin M receptor	2.03280639488427	1.34261110431934	1.08891944632548e-05	0.0166787881837305
ENSOARG00000009865	101120613	LOC105601867	serum amyloid A-4 protein	2.76246951535377	5.49849580293385	0.00045897029909604	1.57386809230501e-05
ENSOARG00000009868				1.37398472600322	2.12808566709462	0.00061981826051527	0.00150119660983834
ENSOARG00000009887	101113976	CHST15	carbohydrate sulfotransferase 15	-1.12139526629047	-1.05861472001246	0.0442177782206	0.00403125304482662
ENSOARG00000009900				-0.987347646631165	-1.435838318106	0.0249067780728904	0.000401483711570487
ENSOARG00000009901	101113127		PEAK1 related, kinase-activating pseudokinase 1	-1.13849297545912	-1.62995300320878	0.02190606766785	0.0071154235002516
ENSOARG00000009936	101106936		homer scaffold protein 3	-1.23511643951389	-1.67584521405634	0.000409361549402961	0.000499819624668934
ENSOARG00000009938	101101867	KYNU	kynureninase	2.29724537959325	3.80207467662606	7.60986804762603e-05	4.25311237754702e-05
ENSOARG00000009963	101121216	LOC101121216	serum amyloid A protein-like	2.96183778848109	5.15827246695744	0.000104703613258193	1.20582750807279e-05
ENSOARG00000009970	101115232	PIK3IP1	phosphoinositide-3-kinase interacting protein 1	-2.76429554530709	-3.98948491266856	0.000314179827980189	0.000117790518518688
ENSOARG00000009981	101111550	TBC1D1	TBC1 domain family member 1	1.2964258848907	2.03115047823041	5.88135110350066e-05	0.000281635614686574
ENSOARG00000009988	101108527	ANKRD13D	ankyrin repeat domain-containing protein 13D	-1.20684806499008	-1.71680040195873	0.00325285135009901	0.002090331758138
ENSOARG00000009992				-0.94868115111975	-1.50257202341855	0.0397892888904712	0.000760303541959024
ENSOARG00000010012	101106676	SNX10	sorting nexin 10	2.23987238803525	4.6002001283458	0.000335937677122756	4.17567180354521e-05
ENSOARG00000010027	101107517	ITGB8	integrin subunit beta 8	1.80646136464501	3.91595731498336	0.0129106425559346	0.000185390546198138
ENSOARG00000010035	101121454	SERPING1	serpin family G member 1	1.15439977665126	1.30911673069977	0.0112600542585895	0.0135624090292041
ENSOARG00000010042	101112949	STC1	stanniocalcin 1	2.76698623020259	1.65707134440832	3.6761808348768e-05	0.0049117061643352
ENSOARG00000010070	100192433	FCGR3A	Fc fragment of IgG, low affinity IIIa, receptor (CD16a)	1.57825806506815	2.30510299381986	0.00908958931938377	0.00316189618354143
ENSOARG00000010077	101106745	ARMCX1	armadillo repeat containing X-linked 1	-1.00500754199903	-1.95318061536884	0.00929326722072027	0.000273994121020788
ENSOARG00000010089	101111559	PIP4P2	phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2	2.84215806983157	1.33100840717838	0.0043379894248828	0.0112554237405372
ENSOARG00000010098	101112230	CDC40	cell division cycle 40	1.9215418406934	1.47529200721859	2.0233255948331e-05	0.00167884120731914
ENSOARG00000010177	101120338	MED30	mediator complex subunit 30	1.79677760911609	2.99094227111505	0.00102021227850928	0.000321347799669943
ENSOARG00000010182	101107445	TAPT1	transmembrane anterior posterior transformation 1	1.32153421578226	0.750412558731486	0.000706924871848767	0.0461343677205771
ENSOARG00000010183	100126575	CTTNBP2	cortactin binding protein 2	-1.30960981853643	-1.33022399265956	0.000531703456020998	0.0127684672929489
ENSOARG00000010196	101119742	TNFRSF9	TNF receptor superfamily member 9	3.4211095812146	5.73929080004326	0.00294698008743046	1.32401022990282e-05
ENSOARG00000010205	101118824	CDC5L	cell division cycle 5 like	1.30260060274198	0.691460758925369	0.000472576082933465	0.0266914052691808
ENSOARG00000010223	101115536	NFE2L3	nuclear factor, erythroid 2 like 3	1.08554463107151	1.67545193743202	0.0443717383510378	0.00145566349381845
ENSOARG00000010224	101106622	POLD3	DNA polymerase delta 3, accessory subunit	1.60684106158154	0.9187892484921	0.000354637094728945	0.0252631421286951
ENSOARG00000010231	780441	MX2	MX dynamin like GTPase 2	2.70046715735731	3.23971467022453	0.0021611320763117	0.000156458766824592
ENSOARG00000010233	101111441	ESYT1	extended synaptotagmin 1	-0.918017568991081	-1.01238502801678	0.00620763569629043	0.00425884472468409
ENSOARG00000010264	101114752	PDLIM2	PDZ and LIM domain 2	-1.67089771460398	-1.69783975601583	0.000342380662529041	0.000139715955786656
ENSOARG00000010270	101115621	SHD	Src homology 2 domain containing transforming protein D	1.84403947067837	5.35202754191934	0.00739066344102944	4.48588526623283e-05
