ENSEMBL	ENTREZID	SYMBOL	DESCRIPTION	LPS100_1_hit.vs.Ctrl_1_hit.logFC	LPS100.B100_1_hit.vs.Ctrl_1_hit.logFC	LPS100_1_hit.vs.Ctrl_1_hit.p.value	LPS100.B100_1_hit.vs.Ctrl_1_hit.p.value
ENSOARG00000013102	101114986	ETS1	ETS proto-oncogene 1, transcription factor	1.31858779863917	1.29696424844313	0.00540159732114407	0.00624332803987461
ENSOARG00000013152	101122045	RNF114	ring finger protein 114	1.04782421395835	1.02438229391306	0.00832917902610261	0.0108744599600473
ENSOARG00000013181	101123070	TMEM120B	transmembrane protein 120B	-1.72927463544183	-2.44919048548142	0.00465986642634162	0.000517962702037078
ENSOARG00000013212	101113514	NSUN6	NOP2/Sun RNA methyltransferase family member 6	-1.01691841453909	-1.00459611395809	0.0368626331312483	0.0432356884656777
ENSOARG00000013238	101108488	SLC39A8	solute carrier family 39 member 8	1.35988610021382	1.46426050986177	0.0202971276276129	0.0133422768444606
ENSOARG00000013252	101113913	CUL4B	cullin 4B	1.34407642651934	1.27917953059496	0.0040048026081042	0.00614384799604617
ENSOARG00000013309	443363	IFNAR2	interferon alpha and beta receptor subunit 2	1.75921806941425	1.7562524449017	3.98419550499318e-06	4.18905928594302e-06
ENSOARG00000013378	101111939	GLIS3	GLIS family zinc finger 3	1.06596808895614	1.14838919572492	0.033465543692732	0.0190092631983488
ENSOARG00000013421	101103357	IFI44L	interferon induced protein 44 like	2.1907944782558	2.08192809467582	0.000929158046034901	0.00141481951090301
ENSOARG00000013440	101110473	IFI44	interferon induced protein 44	2.65993943693493	2.63377003441005	0.000455116855469275	0.000494918283082504
ENSOARG00000013449	101113201	AK3	adenylate kinase 3	1.4888436388902	1.48706344271007	0.00766915554828764	0.00796219260876504
ENSOARG00000013452	101107510	MITD1	microtubule interacting and trafficking domain containing 1	0.981635291652926	0.981368949543354	0.0390368164360039	0.0410506632981262
ENSOARG00000013523	101106950		ALK and LTK ligand 1	1.7227376527813	1.59053068691715	0.0127902432724494	0.0223327929139175
ENSOARG00000013538	101102013	ORAI1	ORAI calcium release-activated calcium modulator 1	1.28839013770545	1.20551217949008	0.00136148479072076	0.00277033580953094
ENSOARG00000013544	101115510	RIC1	RIC1 homolog, RAB6A GEF complex partner 1	1.53483261625263	1.57446083309884	0.000132861900618735	0.000107066045206236
ENSOARG00000013553	101122244	DCUN1D3	defective in cullin neddylation 1 domain containing 3	1.16055448562644	1.09133342933037	0.022815306181389	0.0388972441736976
ENSOARG00000013580	100233164	CNGA3	cyclic nucleotide gated channel alpha 3	1.9680431791684	2.1237138493204	0.022366242499377	0.0148131453195196
ENSOARG00000013588	101113696	MED25	mediator complex subunit 25	1.05405386783712	1.05498711430502	0.00937640650183773	0.00956674085042181
ENSOARG00000013598		RGS12	regulator of G protein signaling 12	-1.07917250525159	-1.09990512631029	0.0181059667722064	0.0161256953673003
ENSOARG00000013599		RUNX1	runt related transcription factor 1	0.879918499348427	0.929548475066285	0.0211822180036661	0.0113493645305712
ENSOARG00000013607	101118097	MICAL3	microtubule associated monooxygenase, calponin and LIM domain containing 3	-1.29621672043339	-1.35221177511872	0.00840913422642708	0.00624327162750304
ENSOARG00000013642		PDE12	phosphodiesterase 12	1.54271797554016	1.44086492738381	0.0131515365163012	0.0203684117335713
ENSOARG00000013799				1.5986498286716	1.60115632384832	0.000105685437670581	0.000104495943659961
ENSOARG00000013845	101108615	FADS2	fatty acid desaturase 2	1.67394644298852	1.76040602182402	0.00802844725722524	0.00571862212364456
ENSOARG00000013856	101107908	LOC101107908	BOLA class I histocompatibility antigen, alpha chain BL3-7-like	1.00056550276704	0.981552252471846	0.0257802293872687	0.0324514043387132
ENSOARG00000013863	101103759	KDM2B	lysine demethylase 2B	-1.30886655322762	-1.16620454585819	0.0017460722955755	0.00540282579218442
ENSOARG00000013878	101115672	DOP1B	DOP1 leucine zipper like protein B	-1.74959301910658	-1.79683385608201	6.07250849294035e-05	5.23561291387436e-05
ENSOARG00000013880	101106862	AIDA	axin interactor, dorsalization associated	1.29136899901047	1.26028686500207	0.00633522184583928	0.00796069417930098
ENSOARG00000013903	100307049	STAT1	signal transducer and activator of transcription 1	1.21948840169524	1.21528082367675	0.00566553232103463	0.00592963815366137
ENSOARG00000013910	101121177	AKAP7	A-kinase anchoring protein 7	2.22206936999883	1.85298778884384	0.00562693438985481	0.0201431095981837
ENSOARG00000013921	100381250	UBE2B	ubiquitin conjugating enzyme E2 B	1.01157022038744	0.98866694775929	0.00651071554239833	0.00876842294203121
ENSOARG00000013926	101108580	FBXL6	F-box/LRR-repeat protein 6	-0.883868947929905	-0.944257619429918	0.0464205231576373	0.0249386295901852
ENSOARG00000013947	101123544	PDXP	pyridoxal phosphatase	-1.5872825900752	-1.29451581312844	0.00569843207705676	0.0206817955121387
ENSOARG00000013954	101105441	ANKRD33B	ankyrin repeat domain 33B	1.45106485614629	1.40896988913493	0.0298335901406913	0.0374225345930162
ENSOARG00000013965	101110920	RC3H2	ring finger and CCCH-type domains 2	1.17438669185059	1.10211510152201	0.0305965894755967	0.0498599942896488
ENSOARG00000013977	101110888	SSX2IP	SSX family member 2 interacting protein	-1.34057986114219	-1.33732561595485	0.0121267690440739	0.0128346598607432
ENSOARG00000014034	101109970	DNAJB14	DnaJ heat shock protein family (Hsp40) member B14	1.07752793982115	1.07903873430605	0.016419697702562	0.0170200278092384
ENSOARG00000014157	101123485	KCNG1	potassium voltage-gated channel modifier subfamily G member 1	-1.52822959544643	-1.6656899077771	0.00762337312040164	0.00491558320360262
ENSOARG00000014169	101107807	DISP1	dispatched RND transporter family member 1	-0.958541055428239	-0.990658172549656	0.00876799335720328	0.00606993708329888
ENSOARG00000014209	101110675	DAPP1	dual adaptor of phosphotyrosine and 3-phosphoinositides 1	1.2504721596014	1.08549448324904	0.00783636687936547	0.027339527301926
ENSOARG00000014212	101102001		intercellular adhesion molecule 2	2.26382969348857	2.09602091887709	0.000170261141161461	0.000344998161904165
ENSOARG00000014248		LAYN	layilin	2.18387036424799	2.00780696075922	0.0249709610862355	0.0421598451820512
ENSOARG00000014369	101119493	SVIL	supervillin	1.8211796780288	1.76992917365072	4.80481516283566e-05	6.25426399184302e-05
ENSOARG00000014392	101103892	SMIM3	small integral membrane protein 3	0.83677072119305	0.894936267954177	0.0326460141854765	0.014595977112246
ENSOARG00000014591	101103677	AZI2	5-azacytidine induced 2	1.04148716190959	0.966252900395493	0.0101150348692823	0.0226351716288121
ENSOARG00000014617	101115317	PPP4R4	protein phosphatase 4 regulatory subunit 4	1.75158051451505	1.98861600616107	0.00272380457846999	0.000934739585936748
ENSOARG00000014619	101122105	MOB3A	MOB kinase activator 3A	0.988622718292051	0.978806031557839	0.0123317159899562	0.0142541773671977
ENSOARG00000014627	101119227	SNX16	sorting nexin 16	1.10512515168528	1.03151624815383	0.0178249842054775	0.0340881297141958
ENSOARG00000014631	101112816	JAK3	Janus kinase 3	1.66069855381281	1.65162614928203	0.000428985616184126	0.000461284691065755
ENSOARG00000014657	101120533	ANKRD22	ankyrin repeat domain 22	2.22546967600646	2.12461053148942	0.00132700252145042	0.00200247257785314
ENSOARG00000014668	101120662	ZFYVE16	zinc finger FYVE-type containing 16	1.36465071444832	1.24889126357854	0.00171044964387997	0.0038871182749076
ENSOARG00000014674	443185	SCD	stearoyl-CoA desaturase	1.23899766783795	1.13899121191137	0.0242973427862986	0.0454291629492799
ENSOARG00000014710	101107709	SGK1	serum/glucocorticoid regulated kinase 1	1.81745842972131	1.75105311796223	1.68455053423579e-05	2.47280927077341e-05
ENSOARG00000014714	101102840	ANAPC5	anaphase promoting complex subunit 5	-0.974528663636517	-0.976839559862298	0.00814768600519321	0.00825032252271762
ENSOARG00000014723	101105243	CXCL14	C-X-C motif chemokine ligand 14	-3.03356621712319	-2.3450832125466	0.00116462592285244	0.00457687432786825
ENSOARG00000014752		TOPORS	TOP1 binding arginine/serine rich protein	1.03999883271638	0.943387020691568	0.00348066818917001	0.0115910404416462
ENSOARG00000014766				1.14494758224115	1.18205351541306	0.0381269117864649	0.0327065768629398
ENSOARG00000014801	101119649	CHMP4C	charged multivesicular body protein 4C	-1.51825597130593	-1.67820214792477	0.0147041607331827	0.00865759423388419
ENSOARG00000014802	101103763	ARHGEF3	Rho guanine nucleotide exchange factor 3	2.32805665191575	2.04025017114966	0.00733995241331329	0.0171238143601069
ENSOARG00000014815		IFIT5	interferon induced protein with tetratricopeptide repeats 5	1.49173752262915	1.40845616209155	0.00151645676228457	0.00244064057371164
ENSOARG00000014824	101113796	MVK	mevalonate kinase	-0.921160862245415	-0.907181420087945	0.023856081731352	0.0298783910420556
ENSOARG00000014846				2.9160849687165	2.6240201144986	0.00150218336991264	0.00353573059864211
ENSOARG00000014861	101116521	SH3GLB1	SH3 domain containing GRB2 like, endophilin B1	1.02166712941095	0.891678254302249	0.00219103569766596	0.0133837419167524
ENSOARG00000014866		FAS	Fas cell surface death receptor	1.87178370001934	1.82825193959069	0.00211272491049358	0.00256236058935622
ENSOARG00000014904	101106461	TENT4A	terminal nucleotidyltransferase 4A	0.806962022067893	0.817985554147781	0.0479308576445955	0.0423129480790241
ENSOARG00000014932		EBF3	EBF transcription factor 3	1.42969417718563	1.44834033803126	0.0471346070842641	0.0451681990299951
ENSOARG00000014973	101104692	GPD1L	glycerol-3-phosphate dehydrogenase 1 like	-2.01703630942583	-2.11123988348705	0.000610785148096409	0.000464983862041415
ENSOARG00000014990	101114548	ZNF613	zinc finger protein 613-like	-0.973326576544993	-0.997960891000359	0.0492776473767924	0.0423392861810991
ENSOARG00000015019		B3GNT3	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3	2.81437376704646	2.68714709443707	0.00995289266894657	0.0136708678395728
ENSOARG00000015044	554262	TLR2	toll like receptor 2	1.08377531339336	1.03144720533182	0.00784642238034908	0.0133921257856692
ENSOARG00000015070	101123481	ZBTB41	zinc finger and BTB domain containing 41	1.39757328614031	1.33084008152194	0.0270750022477679	0.0382865061791388
ENSOARG00000015119	101111193	TRMT10A	tRNA methyltransferase 10A	1.13820476157234	1.05374435410732	0.00502544790455176	0.0114411332145837
ENSOARG00000015121	101112171	CMTM6	CKLF like MARVEL transmembrane domain containing 6	1.35500343546284	1.33037654375796	0.000656424477805874	0.000797729420483845
ENSOARG00000015160	101107478	ICK	intestinal cell kinase	-1.15610631799331	-1.13828798328156	0.0105698894591531	0.0127790958186271
ENSOARG00000015236		MAFF	MAF bZIP transcription factor F	1.62901275114532	1.6810798032048	0.000143357161663848	0.00011211308810257
ENSOARG00000015246	101121070	ANKRD44	ankyrin repeat domain 44	-1.28717748123045	-1.17684469415258	0.0252744097332919	0.0468220979180647
ENSOARG00000015247	101106509	CCDC59	coiled-coil domain containing 59	1.18274091075489	1.16263775171297	0.0020696393080741	0.00253218411309324
ENSOARG00000015256	101114957	TNIP3	TNFAIP3 interacting protein 3	2.65208663553028	2.3939856902181	0.00126467039125051	0.00295452523086181
ENSOARG00000015270	101120134	TRIM56	tripartite motif containing 56	1.09000095468545	1.10647866300894	0.00910654452102253	0.00805871105097972
ENSOARG00000015272	100302546	RCHY1	ring finger and CHY zinc finger domain containing 1	1.03573254506445	0.893828278606858	0.0104430967122055	0.0486026006449769
ENSOARG00000015307	101122150	PANK1	pantothenate kinase 1	-1.36065365543595	-1.40591222589315	0.00614006959804093	0.0048931382762805
ENSOARG00000015442	101120006	MPP7	membrane palmitoylated protein 7	1.8838212959799	1.82017736804064	0.000352357073064777	0.000486274004353597
ENSOARG00000015467	101109084	DRAM1	DNA damage regulated autophagy modulator 1	1.5765156158427	1.66415299622351	0.00648723696242723	0.00450894424886029
ENSOARG00000015541	101115008		SH3 domain containing ring finger 1	0.949503206860695	1.02629886479249	0.0311468761670431	0.0148905593621912
ENSOARG00000015587				1.46100199121466	1.30252756503754	0.000382740418516899	0.00108775414537973
ENSOARG00000015611	101119936	YPEL1	yippee like 1	-1.51027538835284	-1.34033314323427	0.0144601986657154	0.0299337374840914
ENSOARG00000015761	101122994	HTR7	5-hydroxytryptamine receptor 7	0.882585966459862	0.866304922452671	0.0369355528106917	0.0475434084063297
ENSOARG00000015805	101108523	WDR6	WD repeat domain 6	-1.34575988843061	-1.20143635458515	0.000222841037505384	0.000726098012317053
ENSOARG00000015864	101115017	SOCS2	suppressor of cytokine signaling 2	1.57052672072199	1.60752348727461	0.000472137316986339	0.000402612298450249
ENSOARG00000015877	101122185	GTPBP1	GTP binding protein 1	1.30761765222913	1.27952610668996	0.000682130495042305	0.000874430849915696
ENSOARG00000015904		FGFR3	fibroblast growth factor receptor 3	-1.27681950900473	-1.19264392468681	0.0254869283971902	0.0418872844581466
ENSOARG00000015934	101123250	PCGF5	polycomb group ring finger 5	1.14961222405788	1.00530099475072	0.00695782138740628	0.0260447503812429
ENSOARG00000015947	101120526	GLRX5	glutaredoxin 5	1.13462569666518	1.0330248528312	0.00944550422009004	0.0232299862966275
ENSOARG00000015959	101121143	ZAN	zonadhesin	2.98805267308475	3.01718466250704	0.000140194271024823	0.000138835823735892
ENSOARG00000016027	101116878	USP25	ubiquitin specific peptidase 25	1.05554614335533	0.992030027559594	0.0126563276928196	0.0240384998733052
ENSOARG00000016037	101109762	CRAMP1	cramped chromatin regulator homolog 1	0.983405778177951	0.959926888742	0.0325784298261641	0.0424675581892747
ENSOARG00000016039	101103649	DCP2	decapping mRNA 2	1.07182382230873	1.1421253103953	0.00340939086618168	0.00163679513130653
ENSOARG00000016047	101102437	TGFBR3	transforming growth factor beta receptor 3	1.07277913828036	1.0997796255034	0.0304012934665196	0.0258722252063152
ENSOARG00000016069	101112085	OLFML1	olfactomedin like 1	2.07186715659336	2.29929918466347	0.000962961060052437	0.0004465270353039
ENSOARG00000016104	101118773	PDE1B	phosphodiesterase 1B	3.32258262943684	3.20704759186056	0.0008262136100374	0.00108835627939087
ENSOARG00000016109	101103538	IL2RG	interleukin 2 receptor subunit gamma	1.22686497490183	1.15508117010863	0.00236787145199356	0.00449150480057509
ENSOARG00000016144	101120647	LPIN1	lipin 1	-1.21214521356661	-1.2403276404554	0.01009853693529	0.00892457902308273
ENSOARG00000016145				-1.16790161871348	-1.14802244040849	0.0379332123293583	0.0450222416445444
ENSOARG00000016157				1.17304322399212	1.21108890742064	0.0138212475825738	0.0107702810111155
ENSOARG00000016184	101117716	SAMSN1	SAM domain, SH3 domain and nuclear localization signals 1	1.53435477371661	1.48949242802054	0.0112492753390367	0.0140576536780628
ENSOARG00000016188	101119119	BIN1	bridging integrator 1	-0.870392940668327	-0.964419616668243	0.0181751308579977	0.00506773583875066
ENSOARG00000016191	554264	PAX6	paired box 6	-1.41400992512688	-1.39876568727556	0.0183674686122463	0.0206817955121387
ENSOARG00000016210	101110389	NAB1	NGFI-A binding protein 1	1.04074110071166	1.06220647533271	0.00665394709673344	0.00540282579218442
ENSOARG00000016226	101104344	ATP2A2	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2	0.905177046613367	0.960113500783869	0.00806940379417709	0.00366040104076812
ENSOARG00000016246	101110650	MFSD6	major facilitator superfamily domain containing 6	-1.23467193099241	-1.05438442791181	0.00156856202886537	0.00871267636631352
ENSOARG00000016295		NECTIN1	nectin cell adhesion molecule 1	-1.07203333078139	-1.17979622125743	0.0333067739731982	0.0168221657710311
ENSOARG00000016300	101108669	FN3KRP	fructosamine 3 kinase related protein	-1.09094695734864	-1.01439576765373	0.00271433103452381	0.00651737275741782
ENSOARG00000016330	101116411	DSCC1	DNA replication and sister chromatid cohesion 1	-1.25435720729005	-1.20050409127126	0.0172602095572837	0.0248726550993768
ENSOARG00000016367	100302080	RASSF1	Ras association domain family member 1	1.20518246864397	1.18318351144607	0.00279572153234259	0.00346882386087815
ENSOARG00000016498	101114609	SLC27A1	solute carrier family 27 member 1	-1.13054556843266	-1.49928898269202	0.0151673171522922	0.00163058810625947
ENSOARG00000016510				2.13725341365095	2.0770800871202	0.000669766942312462	0.000850655967378093
ENSOARG00000016547	101115511	CALCRL	calcitonin receptor like receptor	1.44336807337681	1.44370706859486	0.0242654050492198	0.0250677659307516
ENSOARG00000016549	101104461	LONRF3	LON peptidase N-terminal domain and ring finger 3	-1.84234602066133	-1.75902391642688	0.0158262400547576	0.0217507584280553
ENSOARG00000016628	101118528	CDKN2D	cyclin dependent kinase inhibitor 2D	1.3972858111649	1.60728162511664	0.0139963945197064	0.00548193171845927
ENSOARG00000016671	101102192	CPEB3	cytoplasmic polyadenylation element binding protein 3	1.96830963066537	1.97554873012973	0.00283676096973579	0.0028338570758576
ENSOARG00000016678	101121363	SOAT1	sterol O-acyltransferase 1	0.837436567684549	0.853736705372893	0.0396823970623541	0.033341852013176
ENSOARG00000016720	101104485		chondroitin sulfate synthase 3	1.10742913915995	1.12848217049116	0.0461309272594374	0.0423129480790241
ENSOARG00000016724	101108919	HMGCR	3-hydroxy-3-methylglutaryl-CoA reductase	1.03027338955104	1.08996141306016	0.00249657456282685	0.00124276233264597
ENSOARG00000016787	100422801	BST-2B	bone marrow stromal cell antigen 2B	2.80413256968617	2.70460209018116	9.66040580170491e-05	0.000123307398292539
ENSOARG00000016812	101104547	AGFG2	ArfGAP with FG repeats 2	-1.37111453687084	-1.31722258197166	0.00403694735294911	0.00574276961274345
ENSOARG00000016815				1.83827073322871	1.68664600364952	0.00994550873592012	0.018842026814095
ENSOARG00000016918	101110677	F2RL2	coagulation factor II thrombin receptor like 2	1.36461196266672	1.527305945372	0.00263876323980623	0.00108835627939087
ENSOARG00000016939	101113705	LOC101113705	ubiquitin D-like	1.55100902179137	1.53047624145134	0.00312996030929018	0.00353846554156605
ENSOARG00000016941				1.08935550355462	1.07741850823736	0.023514096850073	0.0269453817564238
ENSOARG00000017000	101102485	TEC	tec protein tyrosine kinase	0.993316758074737	0.91860763877159	0.00813316547561045	0.0206817955121387
ENSOARG00000017006				1.27527701821218	1.42490978517254	0.0113750801475417	0.00492076761900853
ENSOARG00000017009				-1.25173644470156	-1.07657760395619	0.00619228577639958	0.022624514785316
ENSOARG00000017011	101119648	CYP7B1	25-hydroxycholesterol 7-alpha-hydroxylase	2.55515514776649	2.6335824601788	0.000592771996594709	0.000491465944473962
ENSOARG00000017141	101108549	STRADB	STE20-related kinase adaptor beta	1.34916031515798	1.29890298237511	0.029961052794606	0.0390090090466549
ENSOARG00000017155	101108927	APPBP2	amyloid beta precursor protein binding protein 2	1.17420310952816	1.13264660515479	0.00286202226677923	0.00436198947576071
ENSOARG00000017156	101122289	SHPK	sedoheptulokinase	-1.7585167589116	-2.07655998794416	0.00748918556577923	0.00272492637051102
ENSOARG00000017159	101114433	WASHC4	WASH complex subunit 4	1.14772347876381	1.07137980445859	0.00137770258060448	0.00320589233559004
ENSOARG00000017186	101116340	TENT4B	terminal nucleotidyltransferase 4B	1.08458398750174	0.975468597113182	0.00378992705191268	0.0129621458468825
ENSOARG00000017227	101114693	APPL2	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2	-0.987674335347934	-1.02811766646954	0.0320733481771486	0.0233884952083207
ENSOARG00000017259	101115366	ABHD8	abhydrolase domain containing 8	-1.23986349016343	-1.36708582092034	0.0340522065851283	0.0196651940845868
ENSOARG00000017389	101104785	HVCN1	hydrogen voltage gated channel 1	1.66282954024834	1.81410723844033	0.0077010674984376	0.00412040685886377
ENSOARG00000017407	101105705	HPS6	HPS6, biogenesis of lysosomal organelles complex 2 subunit 3	-1.084057864275	-0.919689231165999	0.0059978774752052	0.0338053557931538
ENSOARG00000017439	101115614		natural resistance-associated macrophage protein 2	1.28497063072703	1.33065929105887	0.0183839480984379	0.0150720033733441
ENSOARG00000017544	101112659	LRRC45	leucine rich repeat containing 45	-1.07554013524655	-1.096452573015	0.0137524454176326	0.0119178478306458
ENSOARG00000017585	101109883	ERO1A	endoplasmic reticulum oxidoreductase 1 alpha	1.07710808002051	1.0049876361215	0.0153575691536323	0.0303696348946373
ENSOARG00000017651	101106243	LOC101106243	myeloid-associated differentiation marker-like	1.40908692313547	1.25239578910312	0.00699066833742815	0.0176761156608964
ENSOARG00000017717	101117420	SPG21	SPG21, maspardin	-1.13055154204122	-1.19229031187726	0.000606023083652339	0.000345873799901053
ENSOARG00000017727				1.49760092389522	1.42589559952937	0.0272189261371341	0.0382577165373772
ENSOARG00000017741	101106485	RBBP6	RB binding protein 6, ubiquitin ligase	1.46308601300557	1.30811127420892	0.00588923640830165	0.0132057622623259
ENSOARG00000017807	101110506	ERAP1	endoplasmic reticulum aminopeptidase 1	0.9086119959581	0.904133995853161	0.0198794970506619	0.022016922608163
ENSOARG00000017808				0.96036293483733	0.873785190937176	0.0145614254187882	0.0423129480790241
ENSOARG00000017824	101106244	TP53I3	tumor protein p53 inducible protein 3	-1.12759462804935	-0.983553306572358	0.0101209845029486	0.0365688146445109
ENSOARG00000017862	101112360	MFSD14A	major facilitator superfamily domain containing 14A	0.89626713882087	0.879271630426501	0.016419697702562	0.0217299345529453
ENSOARG00000017872		AMMECR1	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1	1.75659389276463	1.78629847181268	0.000686171726491567	0.000615306410338403
ENSOARG00000017883	101104417	RBM38	RNA binding motif protein 38	-1.35563092223611	-1.40558625154843	0.00671177102284258	0.00530085493561422
ENSOARG00000017893	101115387	SHLD1	shieldin complex subunit 1	-1.20462292498331	-1.25800872918411	0.0102122091068689	0.00770867474599502
ENSOARG00000017935				-1.08046819051326	-1.01980083595123	0.018670386443553	0.0326112487257967
ENSOARG00000017981				-1.64389449323828	-1.73579679943352	0.0134137294872785	0.0100476331913015
ENSOARG00000018015	101121122	TANGO2	transport and golgi organization 2 homolog	-0.923753619393898	-1.04857738164124	0.0217439228133543	0.00560378165904939
ENSOARG00000018055	101106841	MARCH3	membrane associated ring-CH-type finger 3	1.18990688304279	1.12336636794656	0.0104654053732503	0.0179184315755152
ENSOARG00000018111	100302073	RAB9A	RAB9A, member RAS oncogene family	1.01812487798992	0.939816255363007	0.0173026899689099	0.0394696892778102
ENSOARG00000018120	101102069	NCALD	neurocalcin delta	1.46054053272608	1.60034122219468	0.00271433103452381	0.00141904483137943
ENSOARG00000018151	101111971	DIS3L	DIS3 like exosome 3'-5' exoribonuclease	-1.20227161549952	-1.25911033183427	0.000571793254114554	0.000365850139863745
ENSOARG00000018162	101117497	PTPN12	protein tyrosine phosphatase, non-receptor type 12	1.32882022501555	1.31496223626056	8.77975726598491e-05	9.65161091398513e-05
ENSOARG00000018182	101108899	EFR3B	EFR3 homolog B	-1.97805733212708	-1.81391490230396	0.00119731326989057	0.00231085057847876
ENSOARG00000018242	101113636	LOC101113636	vascular cell adhesion protein 1-like	2.19781490295559	2.2265254084504	0.033465543692732	0.0329562834127312
ENSOARG00000018288	101122265	NCKAP5L	NCK associated protein 5 like	-1.27899532626228	-1.13213105213278	0.000610785148096409	0.00231622589577927
ENSOARG00000018303	101114226	LOC101114226	vascular cell adhesion protein 1-like	2.80223275806233	2.77817976219449	0.0143951110960436	0.0156366956939142
ENSOARG00000018306	101119180	ARHGAP17	Rho GTPase activating protein 17	1.05693585855848	1.01214372118489	0.000886418523399909	0.00165995598532065
ENSOARG00000018321	443040	CTLA4	cytotoxic T-lymphocyte associated protein 4	1.57346060515252	1.27851069192352	0.011368089008514	0.0443969422220417
ENSOARG00000018340	101103816	C15orf61	chromosome 7 open reading frame, human C15orf61	-1.49321294008792	-1.12182287522606	0.00479495049745637	0.0362778235709068
ENSOARG00000018383	101121528	DHX58	DExH-box helicase 58	1.83234462679283	1.66494991744742	0.00223149802541385	0.00469812961288227
ENSOARG00000018397	100302550	SLC30A7	solute carrier family 30 member 7	0.986848602810387	1.05025482588797	0.00703714234526511	0.00336731175838692
ENSOARG00000018406	101115329	DPH5	diphthamide biosynthesis 5	1.07195107694097	1.07749567016465	0.025423369097769	0.0255081853691438
ENSOARG00000018429	101105817	ARHGEF5	Rho guanine nucleotide exchange factor 5	0.874936011213245	0.889952834966718	0.0245044257437898	0.0209174681515479
ENSOARG00000018463	101109434	KIF3C	kinesin family member 3C	1.063222770535	1.02982807008005	0.0188441615258454	0.0262513170677967
ENSOARG00000018627	101114590	TSC22D3	TSC22 domain family member 3	-0.872519087983858	-0.949736424664112	0.0372072092802189	0.0152658007294635
ENSOARG00000018732	101107524	UACA	uveal autoantigen with coiled-coil domains and ankyrin repeats	-0.953325100901332	-1.03930027003551	0.0424445261150886	0.0202894142011901
ENSOARG00000018737	101114151	ALCAM	activated leukocyte cell adhesion molecule	1.41658919021046	1.42471737283796	0.00156052328989139	0.00152769115235709
ENSOARG00000018763	101119999	UNC119	unc-119 lipid binding chaperone	-1.06178578250201	-1.10512373886152	0.026368776430368	0.0200412546743492
ENSOARG00000018809	101113884	CD44	CD44 molecule (Indian blood group)	1.17095807697292	1.11323573352408	0.00961941489148535	0.0155787630221608
ENSOARG00000018810	101110325	CEP120	centrosomal protein 120	1.04533402421788	0.927721908159443	0.0120481568045585	0.0409113389677105
ENSOARG00000018832	101109063	IL4R	interleukin 4 receptor	1.20304717593134	1.18862840267866	0.00390948497647628	0.00450894424886029
ENSOARG00000018847	443118	CREB1	cAMP responsive element binding protein 1	0.942090993009553	0.958659092180451	0.0287509240124503	0.0251949417202787
ENSOARG00000018871	101111153	CD47	CD47 molecule	1.46269487302787	1.62243564931712	0.00044009092405142	0.0001873089645282
ENSOARG00000018887	101102652	ANKFY1	ankyrin repeat and FYVE domain containing 1	0.927467650870154	0.882481761752703	0.0195213137838011	0.0358128958347181
ENSOARG00000018897	101111421	IFT57	intraflagellar transport 57	1.26819376067164	1.3382014012292	0.000652764420079626	0.000403704406131884
ENSOARG00000018906		HHLA2	HERV-H LTR-associating 2	1.74336085082433	1.63253720462675	0.00100583705368157	0.00194763034248572
ENSOARG00000018931	101122619	RSPRY1	ring finger and SPRY domain containing 1	1.33769678022693	1.24788135596648	0.00581329176026297	0.0104191171708964
ENSOARG00000018943	100036757	CYBB	cytochrome b-245, beta polypeptide	1.05131113743993	0.942809728777472	0.00326252276820316	0.0124796454497285
ENSOARG00000018946	101122397	STXBP3	syntaxin binding protein 3	1.05997996782994	0.999434318533178	0.00999307320536062	0.0186569905356312
ENSOARG00000018953		CHIC2	cysteine rich hydrophobic domain 2	1.02464023330684	0.977957551752609	0.0311468761670431	0.0483758059338748
ENSOARG00000018995	101111438	SLC35F6	solute carrier family 35 member F6	-1.08397524076104	-0.906257948674726	0.000996069593249205	0.0108907034253444
ENSOARG00000019036	101111635	INSYN1	inhibitory synaptic factor 1	-1.65951907533621	-1.23410446788754	0.0058864997930279	0.0344480476895493
ENSOARG00000019063	101112982	CBLN3	cerebellin 3 precursor	1.41987730580036	1.42734636554908	0.00273035753933518	0.00275512900741373
ENSOARG00000019099	101102669	TRIM34	tripartite motif containing 34	1.17236711599404	1.14805271406176	0.0319312812658779	0.0386231365197726
ENSOARG00000019146	101114274	TGM1	transglutaminase 1	1.99536294992464	2.16868495248695	0.046982735544961	0.0308649980420767
ENSOARG00000019165	101102135	MPST	mercaptopyruvate sulfurtransferase	1.36182362272029	1.34699534815397	0.0224876981240557	0.0253770909269492
ENSOARG00000019203	101104946	PSMA5	proteasome subunit alpha 5	0.839844585628061	0.860311685537454	0.0487646207387094	0.0388972441736976
ENSOARG00000019212	100135691	PSME2	proteasome activator subunit 2	1.16112029724013	1.1712917968331	0.00930526599842677	0.00888846200980496
ENSOARG00000019235	101102702	MID1IP1	MID1 interacting protein 1	-1.67275454788158	-1.53327109678378	0.00264261215090083	0.00482363880189434
ENSOARG00000019252	101103788	IKZF2	IKAROS family zinc finger 2	1.43922838246826	1.32700204467847	0.0091175482094796	0.0168353677021052
