ENSEMBL	ENTREZID	SYMBOL	DESCRIPTION	LPS100_1_hit.vs.LPS100_2_hit.logFC	LPS100.A10_1_hit.vs.LPS100.A10_2_hit.logFC	LPS100.B100_1_hit.vs.LPS100.B100_2_hit.logFC	LPS100_1_hit.vs.LPS100_2_hit.p.value	LPS100.A10_1_hit.vs.LPS100.A10_2_hit.p.value	LPS100.B100_1_hit.vs.LPS100.B100_2_hit.p.value
ENSOARG00000011012		C5AR2	complement component 5a receptor 2	6.16030466598782	5.88086924506889	5.20386367496292	0.00235568857807849	0.00225201007623206	0.00324481220918522
ENSOARG00000011014	100381246	RGS4	regulator of G protein signaling 4	3.14296096670935	2.93537313548799	2.9137275209973	0.00173312046531299	0.0162498773111446	0.00309671696018236
ENSOARG00000011022	101114990	MORN4	MORN repeat containing 4	-1.54417239683541	-1.30126918187398	-1.47979555735557	0.000206464084561677	0.00111893233511101	0.000299443228515049
ENSOARG00000011033	101112135	HAVCR2	hepatitis A virus cellular receptor 2	2.84800801795961	2.39352578909377	2.89404431203112	0.000148265468818457	0.000568745894787555	0.00014129730207978
ENSOARG00000011051	101102507	CRISPLD2	cysteine rich secretory protein LCCL domain containing 2	-2.20397121485752	-2.12620477691892	-2.37061107404632	0.00111786622164173	0.00119796736635281	0.000646173897484733
ENSOARG00000011052	101109898	EEF1A2	eukaryotic translation elongation factor 1 alpha 2	2.87593309788878	3.10220605242401	2.72445961525511	1.17361890054962e-05	8.05636765119621e-06	1.75512462380152e-05
ENSOARG00000011054	101113491	FOXM1	forkhead box M1	2.15584575104823	2.43015831097288	2.33427374621609	0.00452180958758736	0.00275246371720072	0.00332719476820492
ENSOARG00000011059	101105752		centromere protein E	2.36951090843704	1.83434288471323	2.15922278931757	0.000130104828726985	0.00115869995921273	0.000305869731637349
ENSOARG00000011065	101108157	SLCO2B1	solute carrier organic anion transporter family member 2B1	8.8023061134594	6.75020387920598	9.35340501488777	5.01903717693338e-05	0.000135238839846923	6.52554526995481e-05
ENSOARG00000011068	101119224	BEND3	BEN domain containing 3	-2.34827397593695	-2.08587540825626	-2.08114773548721	0.00448622729224514	0.0104651365318629	0.00909991131132323
ENSOARG00000011075	443127	SELE	selectin E	3.15919202665491	2.73095980120361	2.8449597263552	0.000107792440270722	0.000406623838051696	0.000220142884958731
ENSOARG00000011087	101109111	LOC101109111	dihydrodiol dehydrogenase 3	5.70245211580258	5.3420537270345	5.69193763493753	3.00116462619785e-06	4.60419866259555e-06	3.52647807389445e-06
ENSOARG00000011088	101105992	FAM136A	family with sequence similarity 136 member A	-2.23308951748289	-1.8056351989063	-1.89436705652998	0.00570114629333557	0.0227647359395593	0.0161229498895658
ENSOARG00000011100	101102700	TBC1D2	TBC1 domain family member 2	2.32152883036594	2.60834613915593	2.0934992889119	0.00076904707035703	0.00050022702127561	0.00156792435618913
ENSOARG00000011111	101106508	TGFA	transforming growth factor alpha	-2.7749327622051	-3.96120786918107	-2.78142315817828	3.87124447819998e-06	4.83481248034582e-07	3.77958090050843e-06
ENSOARG00000011116	101111309	B3GNT9	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9	2.39000246876521	2.25296044332233	2.90420091843239	0.000567457889978234	0.00175371941371496	0.000193071597037828
ENSOARG00000011122	101120024	CLEC3B	C-type lectin domain family 3 member B	4.19056377356535	3.5727399024632	3.55135945324548	0.000146015609497652	0.000352740166612689	0.000338551034878789
ENSOARG00000011128	101106301	CBS	cystathionine-beta-synthase	-1.3357630552181	-1.1822865337037	-1.60808493422937	0.00225875810404984	0.00739298531848289	0.000476248464782826
ENSOARG00000011134	101114692	ORMDL2	ORMDL sphingolipid biosynthesis regulator 2	1.08178075793803	1.13563826757548	1.31917465557053	0.0173600357114615	0.0133442587542993	0.00386840594353568
ENSOARG00000011146	101108464	PADI2	peptidyl arginine deiminase 2	5.74323464469978	4.82753440866282	5.84583613372618	6.74192084578144e-06	2.2258200924748e-05	1.03621844490857e-05
ENSOARG00000011147	101104279	DDR1	discoidin domain receptor tyrosine kinase 1	-1.29648927193049	-1.87004433612795	-1.4809794361191	0.000401550251350911	1.49843650584624e-05	0.000108282791554652
ENSOARG00000011149	101109711	CRYBG1	crystallin beta-gamma domain containing 1	2.71207831759985	3.79682796923452	2.80063596622387	0.0014928995943594	0.000291016875723526	0.0012408535475056
ENSOARG00000011150	101111302	JPT1	Jupiter microtubule associated homolog 1	2.02318899891157	1.36584316384214	1.99159281566189	0.00492236859714482	0.0428242702458507	0.00542018046574109
ENSOARG00000011159	101121120	CLIP1	CAP-Gly domain containing linker protein 1	-1.29483736723928	-1.11499396416445	-1.45721514781141	0.00592176515803435	0.0231945885691757	0.00221528117538261
ENSOARG00000011167	101106100	CMTR2	cap methyltransferase 2	1.36610111453508	2.30580859542902	1.63157682361315	0.0426041841038578	0.00309123983217044	0.0174878854417963
ENSOARG00000011189	101110805	NUF2	NDC80 kinetochore complex component NUF2	2.04539362151918	2.61059620467549	2.39270796726868	0.00267001353185752	0.00101123826986522	0.00115089485932656
ENSOARG00000011217	101109494	SLC37A2	solute carrier family 37 member 2	2.47385735765992	3.09816041605735	2.04977770514253	0.00172287539568221	0.000824490842739569	0.00494508161131497
ENSOARG00000011225	443001	ACAN	aggrecan	-3.64760183831528	-4.68504803980379	-3.75280626454026	1.14949646804901e-05	3.22891612835289e-06	9.42139696873103e-06
ENSOARG00000011232	101104418	KIAA0513	KIAA0513 ortholog	-1.95527765157189	-1.8047452076331	-2.10396310731832	0.00503522540638758	0.00883280127623982	0.00278643917993968
ENSOARG00000011239	101111126	IL7R	interleukin 7 receptor	3.86354545445116	3.72802092820042	3.74549857247062	0.000168152630230634	0.000349181284064517	0.000213519796194123
ENSOARG00000011248	101103503	AMPD3	adenosine monophosphate deaminase 3	-2.52115944065051	-1.66247147938526	-2.59099404592081	0.000389483061815716	0.0169090151681709	0.00037442249085882
ENSOARG00000011249	101107945	VAX2	ventral anterior homeobox 2	3.20967761693724	2.66975562014475	3.77382407823568	0.000344387614931791	0.00108313072382261	0.000144002898320815
ENSOARG00000011256	101119126	ITFG2	integrin alpha FG-GAP repeat containing 2	-1.57458635338411	-1.43534984621564	-1.60896264789845	0.00153471071965889	0.00291749102495922	0.00129904882484782
ENSOARG00000011271	101104717	TMOD1	tropomodulin 1	2.26138824144281	1.59036437395196	2.02588244275231	0.00068503262759758	0.00919803066340053	0.00138008084927882
ENSOARG00000011272	101121017	PRDM1	PR/SET domain 1	2.1511749299269	2.68605819145268	1.85059539981293	0.000415076626649902	0.000116267187817342	0.0011796602881839
ENSOARG00000011277	101106372	PRICKLE2	prickle planar cell polarity protein 2	2.10739676549673	1.90198598764071	2.34551993671299	0.00426502212348651	0.0117762563801027	0.00250054908929784
ENSOARG00000011283		PISD	phosphatidylserine decarboxylase	-1.10717960270071	-1.05709947562326	-1.19584135447781	0.00907175029319296	0.0154665332276686	0.00421837705024826
ENSOARG00000011286	101103014	ABHD2	abhydrolase domain containing 2	-1.52552349359933	-1.45254489732983	-1.80182885497655	0.000692570744130338	0.00129079720052537	0.000173398374127649
ENSOARG00000011287	101104963	TDRD7	tudor domain containing 7	1.77735009255722	2.22478111514568	1.54735222756963	0.00647570387136294	0.00174480773646108	0.0148101505609955
ENSOARG00000011288	554254	TLR7	Ovis aries toll like receptor 7 (TLR7), mRNA.	5.31029894511427	7.32795676650696	5.39831578992957	0.00113536426259251	0.00209165107941758	0.00127868383630456
ENSOARG00000011289	101119859	PRMT6	protein arginine methyltransferase 6	-1.24641285327701	-1.12994621008137	-1.33857026426276	0.00247979380929588	0.00618459364359357	0.0011796602881839
ENSOARG00000011305	101122452	SLC16A5	solute carrier family 16 member 5	2.20478927815323	2.29039838099733	1.82482850378669	0.00874536716573147	0.0126215239814251	0.0232407936317752
ENSOARG00000011313	101114944	CD63	CD63 molecule	1.56493081464774	1.60921599281547	1.35291775446472	0.00041290703684406	0.000352626092389117	0.0012378947243433
ENSOARG00000011314	101106988	RRP1B	ribosomal RNA processing 1B	-1.38789642338404	-1.24932197493641	-1.43958470059272	0.000629255123243299	0.00189865520259243	0.0004549007230357
ENSOARG00000011321	100302085	AK1	adenylate kinase 1	-1.56655237110041	-1.25706032874631	-1.61781192623305	0.00172993139302096	0.00992285949736782	0.0013463007212358
ENSOARG00000011332	101113676	CBARP	CACN subunit beta associated regulatory protein	-1.63646451440953	-1.13214023205687	-1.02121402471298	0.00021960650613997	0.00701380110476142	0.015471717516526
ENSOARG00000011342	101108418	ARRB1	arrestin beta 1	3.18763678919472	3.14613304085954	2.63602101121557	1.46283143577655e-05	2.31412175701962e-05	5.64996267312917e-05
ENSOARG00000011345	443049	PDXK	pyridoxal kinase	1.11007499900133	1.06486281856146	0.930847961682898	0.0105689792427616	0.0169928438092319	0.0434652117441915
ENSOARG00000011368	101118717	LPGAT1	lysophosphatidylglycerol acyltransferase 1	-1.50648465557793	-1.84782744150421	-1.73867606665344	0.00256356138286046	0.000693537543336506	0.000901724866733044
ENSOARG00000011370	101119497	SERTAD3	SERTA domain containing 3	1.80426930801492	1.34591876398789	1.57596218775032	0.00156820818896492	0.0125038043147526	0.00405168575249406
ENSOARG00000011372		BATF2	basic leucine zipper ATF-like transcription factor 2	3.08522499308898	4.74097624303448	2.96172216077249	0.000491794232025262	0.000134372230513626	0.000618919487380607
ENSOARG00000011376	101102000	MRM3	mitochondrial rRNA methyltransferase 3	-1.45957533756953	-1.2627252511558	-1.59182251828597	0.00157444011410059	0.00533210361075926	0.000824511854393006
ENSOARG00000011377	101123010	CSTB	cystatin B	4.05827546919968	3.58636673791295	3.87489482332504	1.42868021214959e-06	2.73171207341523e-06	2.00631904952315e-06
ENSOARG00000011380	101121209	ADGRF5	adhesion G protein-coupled receptor F5	5.31283365545801	5.59374689877012	4.29252638343635	0.000562425643402292	0.00167736894349476	0.00135256669042531
ENSOARG00000011382	101122670	TRAPPC2B	trafficking protein particle complex 2	1.02507676915707	1.39693823453395	1.26354688254972	0.0313613934219019	0.00361140394381407	0.00664216966655001
ENSOARG00000011383	101116103	WLS	wntless Wnt ligand secretion mediator	-0.918191310083148	-1.40774716236046	-1.06509300761974	0.0211890393985322	0.000272007202248589	0.00422944686768179
ENSOARG00000011387	101123539	ENG	endoglin	4.8746362258499	5.34292158384008	4.64332050066539	1.40275986422031e-06	1.12126134138755e-06	1.84603151242946e-06
ENSOARG00000011391	101103177	EHD2	EH domain containing 2	1.51194288986281	1.69320724502876	1.6449063137924	0.0021366832020702	0.00106589877245263	0.00110939363991013
ENSOARG00000011396	101106888	THOC7	THO complex 7	1.93191214273498	1.78529381741095	1.97572107813837	0.0134649181760454	0.0224251925354841	0.0118511052977383
ENSOARG00000011399	101106656	TRMT10B	tRNA methyltransferase 10B	0.939752091405887	1.39909992824019	1.0592658012048	0.0435404511378858	0.00213745078517985	0.0183807432872263
ENSOARG00000011405	101123265		cystatin-B	3.88429925959569	3.43516270349914	3.6606344156316	2.02881873070128e-05	4.37349645673947e-05	2.96241396351823e-05
ENSOARG00000011422	101116943	SCUBE3	signal peptide, CUB domain and EGF like domain containing 3	-2.93781146894568	-4.25766250354067	-3.217387816317	0.000346627661679148	3.21275785910169e-05	0.000180594693101015
ENSOARG00000011427	101115445	ITGA7	integrin subunit alpha 7	2.54828841675911	2.74218073647356	2.77660904484184	4.36793848599031e-05	3.15022702721257e-05	2.53373588113779e-05
ENSOARG00000011441	101108996	ATP13A2	ATPase cation transporting 13A2	1.71748931416293	1.31886440621926	1.69539346606133	0.00013972133881866	0.00128226839688692	0.000160246104831092
ENSOARG00000011445	101111563	CDR2L	cerebellar degeneration related protein 2 like	-1.79030017658553	-1.47607863610536	-1.82958912630947	0.000260854024663464	0.00135748805044473	0.000217454174148741
ENSOARG00000011450	101110461	FEZ1	fasciculation and elongation protein zeta 1	-1.16156824378448	-1.12902183722571	-1.41518694955691	0.00397457815263059	0.00564690966918393	0.000572534206069172
ENSOARG00000011465	101107666	POLR1E	RNA polymerase I subunit E	-0.980811025349737	-0.914268214610043	-1.09460824809936	0.00823263961870873	0.0191680110989872	0.00229406864986136
ENSOARG00000011466	101118973	NEK2	NIMA related kinase 2	2.87640717114072	2.80503809913676	2.1138544062871	0.00417461839659133	0.00446589563582503	0.0226581392256853
ENSOARG00000011474	101101964	FPGS	folylpolyglutamate synthase	-1.57585460541566	-0.994428617416343	-1.53779137320773	0.000861684631252963	0.0421263242622646	0.00108221404729148
ENSOARG00000011493	101112365	MGST3	microsomal glutathione S-transferase 3	1.5119190967176	1.27021832078544	1.40859586118585	0.00136020964757391	0.00502532480110375	0.00213318412617222
ENSOARG00000011513	101105432	IRF8	interferon regulatory factor 8	4.11001812747279	4.03619756273306	3.89192450705637	6.4991786808424e-06	8.05636765119621e-06	8.80152320436793e-06
ENSOARG00000011530	101123478	HID1	HID1 domain containing	-1.77444407749577	-1.13432824257342	-1.42171303178544	0.000761029536757577	0.0241751587286136	0.00382314181447166
ENSOARG00000011531	101103659	RRP15	ribosomal RNA processing 15 homolog	-1.61264174628591	-1.50222189997119	-2.10259733546383	0.000150729784105082	0.00030713703873095	1.47282740292532e-05
ENSOARG00000011540	443296	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1	1.21456759629596	1.09625869761794	0.959095529858227	0.00269131636232205	0.00723573024238338	0.0225290021928793
ENSOARG00000011541	101108986	MELK	maternal embryonic leucine zipper kinase	1.61616278745907	2.28526770738502	1.93452911350699	0.0142747087055719	0.00472436463073914	0.00585932374836387
ENSOARG00000011547		FOXF1	forkhead box F1	3.15419701354901	4.84036628689835	3.96371461409542	0.000537251347756676	0.000265832796367834	0.000205567945086726
ENSOARG00000011553	101110395	MFAP2	microfibril associated protein 2	-2.23817304796454	-2.72912583373952	-2.52869116733911	2.93980087347577e-05	6.20812375639532e-06	1.09436511975672e-05
ENSOARG00000011557	101119385		WAS protein family homolog 1	0.993867892212231	0.943194380560993	1.07282783185383	0.0144472507570149	0.0249775286786247	0.00695709029928799
ENSOARG00000011560	101110585	KLRG2	killer cell lectin like receptor G2	1.880705962982	2.88235963939159	3.05620820956737	0.00874536716573147	0.00198647052414389	0.000844354750933813
ENSOARG00000011583	554322	TGFB2	transforming growth factor beta 2	-2.26769345773864	-1.645562855817	-2.18789987608771	8.14015547590616e-05	0.00145887663518224	0.000114363540845213
ENSOARG00000011595	101120549	GPM6B	glycoprotein M6B	-1.33809026694165	-1.99087915341475	-1.6556976249948	0.00187991258681436	7.66501267972397e-05	0.000320057447787286
ENSOARG00000011602	101109670	UCK2	uridine-cytidine kinase 2	-1.65435377050151	-1.21533578341207	-1.7673884837466	0.00051936991534955	0.00685559581697837	0.000295164229987653
ENSOARG00000011604	101109642	FAM111B	family with sequence similarity 111 member B	4.34750965786857	4.66285997545766	4.25575268294295	0.000435078875556045	0.000487031933791211	0.000513882053683167
ENSOARG00000011638	101117284	TNFRSF21	TNF receptor superfamily member 21	-2.32180511200646	-2.08867170907713	-2.70201309309694	0.000492831391211129	0.00135748805044473	0.000147935573362631
ENSOARG00000011642		GPR68	G protein-coupled receptor 68	2.69912112301613	1.96755546441869	3.71276221224624	0.0069018521068887	0.036806389940903	0.00275464408339648
ENSOARG00000011661	101118613	SORCS2	sortilin related VPS10 domain containing receptor 2	-1.60491629512581	-2.01151204288997	-1.6574851917288	0.000842001065971685	0.000140027846795672	0.000627475798502037
ENSOARG00000011671	101107141		calcium dependent secretion activator	-1.08036079330017	-1.38087519483225	-1.00094801138237	0.0191915833564336	0.00333089360654125	0.0342375513172296
ENSOARG00000011672	101107753	PWP2	PWP2, small subunit processome component	-1.61863604688883	-1.3106103432592	-1.65581659369075	0.000419290001851351	0.00268195318747268	0.000338852926605384
ENSOARG00000011688	101112347	NOC4L	nucleolar complex associated 4 homolog	-2.29702311134458	-2.07163611754485	-2.39667719792211	0.000162562537512666	0.000408208359245557	0.000125713964884442
ENSOARG00000011698	101121540	TMEM143	transmembrane protein 143	1.5176304107033	2.31634399205596	1.73601429796938	0.0149795037183914	0.00185966166421815	0.0090154599385625
ENSOARG00000011712	101104141	SMYD5	SMYD family member 5	-1.3052317273793	-1.26384563363302	-1.34668264859509	0.00148870508187856	0.00225632583866789	0.00108221404729148
ENSOARG00000011737	101110382	RFC2	replication factor C subunit 2	1.3782741679195	1.27953679226928	1.28242502085981	0.000793449403467062	0.00172280272482353	0.00150126159208298
ENSOARG00000011743		MPEG1	macrophage expressed 1	5.39580993907448	4.40920136462176	4.79511686050051	0.000207616714539393	0.000705289336206932	0.000364658769483138
ENSOARG00000011750	101121691	MYL4	myosin light chain 4	4.4141699178922	3.34096015539023	3.9501063845295	0.000117121857737262	0.000484332153320548	0.000178527024224059
ENSOARG00000011751	101114770	SLC6A12	solute carrier family 6 member 12	2.81796063047439	3.53448040996038	2.56614825336035	0.00311967960412048	0.00187623828966946	0.00493880848125794
ENSOARG00000011758	101122298	GRWD1	glutamate rich WD repeat containing 1	-1.32963243452009	-1.42484098836506	-1.7835998011079	0.00167424217347073	0.00098355797953936	0.000131193323969347
ENSOARG00000011779	101119408	TRAF5	TNF receptor associated factor 5	1.58418896986442	1.13478360372596	1.3982555981946	0.0020331656125221	0.0224105320837123	0.00530158793141239
ENSOARG00000011783	101102093		mesoderm posterior bHLH transcription factor 2	5.44322186811521	5.73811157926333	7.99276555153141	1.33528816671397e-05	1.59558828199154e-05	6.07760442574823e-06
ENSOARG00000011792	101121475	ACSL5	acyl-CoA synthetase long chain family member 5	1.80578929495395	2.39714723077472	1.86855259511342	0.00292417527435091	0.000508995772649319	0.00228150151061993
ENSOARG00000011796	101119059	GPS2	G protein pathway suppressor 2	0.997929970855798	0.983254076005641	0.871615965253545	0.0113819513653184	0.0139958471292188	0.0402602645238132
ENSOARG00000011803	101111297	MEDAG	mesenteric estrogen dependent adipogenesis	-5.49961312770788	-4.77965373279367	-5.12877253306578	0.000643606636150715	0.00201204133445107	0.0010318162780998
ENSOARG00000011810	101115922	DHX32	DEAH-box helicase 32 (putative)	-1.37393312908706	-1.51659990726826	-1.58374259785785	0.000540487693333796	0.000270354777222977	0.00016266768898115
ENSOARG00000011822				-1.35152281889872	-1.58101403029318	-1.34355545563363	0.00276424727137233	0.000909821858123456	0.00272381156744629
ENSOARG00000011825	101103306	STXBP1	syntaxin binding protein 1	1.96474537765806	1.47851164008087	1.77942936148623	4.6103198355127e-05	0.000616425564381483	0.000107367248881487
ENSOARG00000011833	101114243	CREB3	cAMP responsive element binding protein 3	1.92852741047616	1.66032544765552	1.94663783937842	5.55995567477747e-05	0.000227415393743346	5.64996267312917e-05
ENSOARG00000011836	101108303	RAPGEF5	Rap guanine nucleotide exchange factor 5	4.51270936185375	4.48513525069391	4.90468193537811	0.000165596786555847	0.0017280857139585	0.000128269361478827
ENSOARG00000011842	101114839	LAT2	linker for activation of T cells family member 2	2.80671952137023	2.66521442367993	2.65667481864852	0.00019973879292235	0.000494405480975749	0.000307973165155499
ENSOARG00000011854	101115389	EDEM2	ER degradation enhancing alpha-mannosidase like protein 2	1.82432449001387	1.89623753422732	1.80581761372954	0.000540487693333796	0.000456556316726233	0.000611933692774579
ENSOARG00000011856	443326	ALOX5AP	arachidonate 5-lipoxygenase activating protein	2.38857679489886	3.19091948672586	4.30624337596093	0.0108839723836051	0.0096583569556332	0.00145282944308742
ENSOARG00000011857	443108	PGFS	prostaglandin F synthase 1	8.70403036714148	11.2885213248389	11.2486932356045	9.81133279959475e-06	1.23405410172761e-05	1.48594044638209e-05
ENSOARG00000011863	101114674	TLN1	talin 1	1.33378030924173	1.17989355371565	1.30222660930334	0.000391181691848936	0.00138446955908596	0.000471668434888638
ENSOARG00000011866	101122914	TMEM8A	transmembrane protein 8A	1.49191524240922	1.28949238121236	1.32898324981463	0.000793449403467062	0.00261324528229665	0.00203088028941524
ENSOARG00000011876	101102657	FADS6	fatty acid desaturase 6	7.05373188429457	6.81323278695655	7.79806618615863	2.27981720231074e-06	2.58027576859193e-06	2.57867268282527e-06
ENSOARG00000011877				-1.72435745079411	-1.92020389259579	-1.4816809113519	0.00513034046124989	0.00357130870435338	0.0125642028336188
ENSOARG00000011880	101114271	UGDH	UDP-glucose 6-dehydrogenase	-1.57273365261898	-1.32679589505682	-1.42220966525788	0.00509296553827797	0.0187035363165732	0.00957448368083557
ENSOARG00000011889	101114931	TPM2	tropomyosin 2	3.69228818954244	3.69322175088476	3.55962639876828	3.81824695601571e-06	3.70469284124744e-06	4.98489715301546e-06
ENSOARG00000011891	101121531	PLEKHG5	pleckstrin homology and RhoGEF domain containing G5	-1.14171082027549	-1.44263423569978	-1.04140700962582	0.00973882863108649	0.00135916306512218	0.0210263496862642
ENSOARG00000011895	101122573	MOSPD2	motile sperm domain containing 2	0.907404598085933	1.73761562730058	0.995343372689134	0.0364908984488531	0.00020101697702104	0.0165531563562286
ENSOARG00000011915	101111361	TBXAS1	thromboxane A synthase 1	5.13083566339852	4.45886042470349	4.59284467281773	2.51680656162564e-06	6.42511942071248e-06	5.0600812932686e-06
ENSOARG00000011939	101115814	PROCR	protein C receptor	5.47564584903888	5.24075646998052	4.95824630695648	7.43948704473015e-06	1.78129338054928e-05	1.03847898542292e-05
ENSOARG00000011942	101112597	DDX51	DEAD-box helicase 51	-1.90839851230674	-1.33820564053412	-1.75853492958388	0.000296849803074261	0.00482083796498872	0.000592377056014519
ENSOARG00000011945				-4.7446325955706	-4.4205175458938	-4.50293120535003	2.00543089666197e-06	3.50669286700729e-06	2.59332343623811e-06
ENSOARG00000011959	101102592	ZNF710	zinc finger protein 710	2.34466405868089	2.39147761577667	2.07253842162182	0.00321270970050268	0.0033817627432007	0.00638563745412306
ENSOARG00000011989	101110109	DECR2	2,4-dienoyl-CoA reductase 2	1.26842250127111	1.37447001036815	2.28202035174721	0.0361651527668375	0.0206001108893499	0.00151980656737773
ENSOARG00000011991	101110992	DUSP27	dual specificity phosphatase 27, atypical	2.94008263150298	2.18486131410946	2.94426464688799	0.00140267024597379	0.0169238348774608	0.00120737926032822
ENSOARG00000011994	101118370		neuralized E3 ubiquitin protein ligase 4	-1.0716131110208	-0.922201854379458	-1.02592463516002	0.00925235085305999	0.041093052032483	0.0141508164742772
ENSOARG00000011995	101118487	CTH	cystathionine gamma-lyase	-1.89699068889256	-1.38076372907841	-1.8816523949389	0.000482019760713381	0.00596886389606812	0.000542179999309153
ENSOARG00000011997	101102094	UBA7	ubiquitin like modifier activating enzyme 7	3.49682260019017	5.6478264979042	3.51611146562743	0.00724740637477155	0.000984531121658121	0.00694636632889042
ENSOARG00000012003	101117219	RUSC2	RUN and SH3 domain containing 2	2.84583040341596	2.83289721018881	2.96320913428455	6.07272260124383e-06	6.57757241644482e-06	5.16595260396832e-06
ENSOARG00000012007	443426	CA11	carbonic anhydrase 11	-1.03344163291267	-1.39614008034562	-1.83405103172921	0.0339912316418413	0.00333965225700294	0.000348067225946836
ENSOARG00000012028	443452	SLC7A1	solute carrier family 7 member 1	-2.30854934769883	-2.25493720943449	-2.39606140956569	0.000304138977954836	0.000444491974084546	0.000230189894023971
ENSOARG00000012040	101110033	DDX18	DEAD-box helicase 18	-1.19649580761382	-1.02270047515885	-1.37256264812017	0.00613340087110125	0.0278272314574323	0.00180348611614916
ENSOARG00000012069	101105271	KLHDC4	kelch domain containing 4	-1.04512439498403	-0.886095872457714	-1.26773601144895	0.00588878411572759	0.0354615994558559	0.000774636339412316
ENSOARG00000012075	101113286	CDON	cell adhesion associated, oncogene regulated	-3.01723654898164	-2.27669531598	-2.74563872265944	1.73624144019401e-05	0.000176099845014683	3.67865101970236e-05
ENSOARG00000012083	101109841	CORO1B	coronin 1B	1.01332196360921	1.16860262099818	1.14838732070644	0.00855003379823282	0.00234582920796981	0.00244833898823971
ENSOARG00000012095	101114002	STAMBP	STAM binding protein	-1.09674777581142	-0.997020618269157	-1.21036057657215	0.0169155800882135	0.0392203625056531	0.00754196427307334
ENSOARG00000012097	101112004	MSI1	musashi RNA binding protein 1	-2.5403237962813	-3.09254978147128	-2.25204495291115	3.8610535486969e-05	1.02325928410738e-05	0.000100403488672577
ENSOARG00000012099				-1.42845142298579	-1.38559152262136	-1.22319034493279	0.00299979885659141	0.00414236892765977	0.0101849120442991
ENSOARG00000012100	101113342	SLC46A3	solute carrier family 46 member 3	2.75586583640562	3.32900825633065	3.27983553507691	0.00248168074659991	0.00179757196416042	0.00140555747453057
ENSOARG00000012108	101114256	ACTG2	actin, gamma 2, smooth muscle, enteric	5.09761281994399	6.95103046723335	5.15456835214668	1.73624144019401e-05	6.05568563382551e-06	1.72278865456641e-05
ENSOARG00000012119	443056	IL15	interleukin 15	5.74570114903702	6.48019738661321	5.95304753113457	0.000324085674263104	0.000527446901149151	0.000323437429277707
ENSOARG00000012129	443249	SLC7A5	solute carrier family 7 member 5	-1.63826918238223	-1.55629294005977	-1.61471793085914	0.00312016964336824	0.00503454447704309	0.00327950157470019
ENSOARG00000012145	101114336	WAS	Wiskott-Aldrich syndrome	1.530667047236	1.98472679845269	1.60771427131396	0.0119661940308515	0.00284824814076734	0.00906310627955221
ENSOARG00000012147	101114557	NPR3	natriuretic peptide receptor 3	4.84858516043677	4.00197004610059	4.53433251402418	0.00190412957845306	0.00771706655879133	0.00248241844765573
ENSOARG00000012151	101103375	PIR	pirin	1.7620608850065	2.56071075251439	2.37619686980249	0.0142747087055719	0.00176701471480825	0.0033120548838142
ENSOARG00000012165	101119210	ADAMTSL5	ADAMTS like 5	1.68061733525124	1.87300483781945	2.00287205273268	0.00721048203600576	0.00458293301109974	0.00254726439727628
ENSOARG00000012173	101114834	CREG1	cellular repressor of E1A stimulated genes 1	4.80283320682089	4.32186499950099	4.87576984439053	4.38744407019123e-07	7.24346646535122e-07	3.81269891829598e-07
ENSOARG00000012176	100505388	MRC1	mannose receptor C-type 1	4.60543808237193	5.24610708401344	4.58748951832043	1.69245847485492e-05	1.59558828199154e-05	2.20850841184053e-05
ENSOARG00000012184	101119285	GPC3	glypican 3	-2.45911664802342	-2.24279254839857	-2.12878479965828	0.000130104828726985	0.000337795093000829	0.000490629265228408
ENSOARG00000012185	101115084	RCSD1	RCSD domain containing 1	3.90844819781929	4.05022619437297	3.86410544208798	0.0001685428493246	0.000465752713981413	0.000216804839280046
ENSOARG00000012228	101119367	DNAJB5	DnaJ heat shock protein family (Hsp40) member B5	-1.10139731041319	-1.33431761854035	-1.14421204926736	0.024961724865039	0.00603287601323041	0.0183166483302354
ENSOARG00000012234	101120483	NINJ2	ninjurin 2	2.61796707272403	2.52619383594582	2.40547317746373	5.31284052064015e-05	7.68812748809306e-05	0.000113312703567836
ENSOARG00000012236	101113958	RNF150	ring finger protein 150	-1.25896154884735	-1.79929047478603	-1.21291036606527	0.0182353817751739	0.00194059583211318	0.0234701525589769
ENSOARG00000012255	101105649	TET3	tet methylcytosine dioxygenase 3	-2.62749965647035	-2.59276610225727	-2.97842399058171	0.000214854475211846	0.000287186087615843	8.1675605259166e-05
ENSOARG00000012256	101120766	SERTAD4	SERTA domain containing 4	2.04363252170636	3.93323268168444	2.83951191964863	0.0465311858467565	0.00799735259024952	0.0143822248628818
ENSOARG00000012258	101123575	HSD17B14	hydroxysteroid 17-beta dehydrogenase 14	5.10501189734839	4.61570426946237	4.28649169256484	2.45931410494561e-05	5.20736396922412e-05	8.55306808284697e-05
ENSOARG00000012262	101109518	GPC4	glypican 4	-1.11716977631523	-1.04072870387164	-1.26982740082012	0.00896827837258809	0.0189202134332953	0.0026097160669338
ENSOARG00000012267	101103846	PRC1	protein regulator of cytokinesis 1	2.35361619899433	2.3593592325313	2.33818368113817	0.00156215720381548	0.00186814663579823	0.00167260868426419
