ENSEMBL	ENTREZID	SYMBOL	DESCRIPTION	LPS100.A10_1_hit.vs.Ctrl_1_hit.astro.logFC	LPS100.A10.vs.Ctrl.micro.logFC	LPS100.A10_1_hit.vs.Ctrl_1_hit.astro.p.value	LPS100.A10.vs.Ctrl.micro.p.value
ENSOARG00000006883	101112625	VSIR	V-set immunoregulatory receptor	-2.20930068045155	-3.40406178579535	0.000447670858759493	1.665562037059e-06
ENSOARG00000006885	101115726	NEURL2	neuralized E3 ubiquitin protein ligase 2	-1.23228310146532	-2.25328620391463	0.00768640661424286	0.000301709977727866
ENSOARG00000006902	101113686	HDAC5	histone deacetylase 5	-1.17723955544697	-1.39580356780643	0.00101324258964397	0.000274162779508813
ENSOARG00000006909				3.23236475547378	5.83872927931645	0.00217232075457236	1.03587555816648e-06
ENSOARG00000006925		FAM78A	family with sequence similarity 78 member A	-2.052192291304	-1.99409713611489	0.00184208748425294	1.02499196105212e-05
ENSOARG00000006946				0.969266363731806	1.35474308338551	0.00541124608915125	0.0258218209312257
ENSOARG00000006990	101110720	CCNJ	cyclin J	1.35547398194777	1.83764495203807	0.0147777314078595	0.00076744631562177
ENSOARG00000007011	101122873	TRIM25	tripartite motif containing 25	1.26127613044012	1.20817314239157	0.00620171892797023	0.00211156169566807
ENSOARG00000007045	101117382	TAF4B	TATA-box binding protein associated factor 4b	2.27446118887884	3.30198950847364	7.32098557623673e-05	0.000780905022792507
ENSOARG00000007079	101114144	TEX264	testis expressed 264	-0.835165456423759	-1.06191318898092	0.0336686322331876	0.000961857209303698
ENSOARG00000007096	101121508	PDE1C	phosphodiesterase 1C	-1.58213848897648	-1.42866755647894	0.0180787645834307	0.000707932400022104
ENSOARG00000007110	101111081	PLA2R1	phospholipase A2 receptor 1	-0.905155758083553	-1.02589540711617	0.0203672507361205	0.00270328343367323
ENSOARG00000007148		CDKN2AIP	CDKN2A interacting protein	1.40174956032495	0.981751722133927	0.00656180809700532	0.00918688261747669
ENSOARG00000007191				-1.7864445352321	-1.59441382520196	5.89069673634028e-05	0.000708363687870965
ENSOARG00000007213	101102373	ZNF462	zinc finger protein 462	0.932180507938661	2.01021272182639	0.0180192839844665	4.10087522698598e-06
ENSOARG00000007215		CPPED1	calcineurin like phosphoesterase domain containing 1	-2.21276450430337	-1.78871719563217	0.000553105671902379	1.5920787275838e-05
ENSOARG00000007233	443057	ISG15	ISG15 ubiquitin-like modifier	3.60312752053087	5.76426030684206	6.9416996340837e-06	1.55573223444481e-06
ENSOARG00000007238	101111756	PAK1	p21 (RAC1) activated kinase 1	-0.855748737883998	-0.697371453422517	0.029621228971812	0.012306005995832
ENSOARG00000007245	101109759	PIK3CB	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta	1.5182606316609	1.85934973468635	0.0141958674205944	0.000771348324886061
ENSOARG00000007247	101122854	TMEM106B	transmembrane protein 106B	-1.01625760489932	-1.31837425339386	0.0176480171306598	0.000942415766953329
ENSOARG00000007251	101111125	GPBP1	GC-rich promoter binding protein 1	1.1594552410485	1.24286902418544	0.00245670703711614	0.000892228229679052
ENSOARG00000007253				-2.43879359391057	-2.14707701737741	0.000376569574740271	2.84252044795747e-05
ENSOARG00000007283	101118501	FSD1L	fibronectin type III and SPRY domain containing 1 like	-1.25538891844803	-1.54309056014791	0.0244205439869307	0.00470301063587155
ENSOARG00000007296	101115886	SNX11	sorting nexin 11	1.32318892364247	1.62815277151276	0.000669038521523569	0.000529224210937288
ENSOARG00000007297				-1.3772250325677	-1.32665232006263	0.000592629873991068	0.00133326748428016
ENSOARG00000007304				2.74489893373533	4.25842666055054	0.000112794105045258	1.84314434015206e-05
ENSOARG00000007313	101104064	GMIP	GEM interacting protein	-1.18926037795662	-1.65785465685371	0.000703897926332164	1.96326028947494e-05
ENSOARG00000007320	101111241	BLNK	B cell linker	-1.59215102780199	-1.31740857069533	0.00701915956413243	0.000142873724032099
ENSOARG00000007374	101105263	SPHK1	sphingosine kinase 1	-2.41465201831187	-3.16155350154744	7.07273411138651e-05	8.24788034824737e-06
ENSOARG00000007393	101102810	NDST1	N-deacetylase and N-sulfotransferase 1	-1.59664574949185	-1.72605009256726	1.23185940570443e-05	0.000189872862086733
ENSOARG00000007394	101104090	ARHGEF17	Rho guanine nucleotide exchange factor 17	-1.48894177379954	-1.83353977108466	0.000159357096902639	0.00027969438435025
ENSOARG00000007426	101102082	B9D2	B9 domain containing 2	-1.59059298905584	-1.89801639563143	0.00110526264328323	0.000243129577251894
ENSOARG00000007435		PRPSAP1	phosphoribosyl pyrophosphate synthetase associated protein 1	-1.3115889651427	-1.26336068879474	0.00723100792831536	6.27015657302821e-05
ENSOARG00000007452		HSPA6	heat shock protein family A (Hsp70) member 6	2.53564253185865	1.75238792289595	0.000794813963116894	0.00299316510089093
ENSOARG00000007459	101116956	NUDT13	nudix hydrolase 13	-1.21534900772096	-1.47416085837272	0.0226794707173678	0.000385660708117711
ENSOARG00000007483	101103676	INF2	inverted formin, FH2 and WH2 domain containing	-1.82099459364645	-1.73066922015298	6.49142051849127e-05	1.58419151607855e-05
ENSOARG00000007491	101109443	HSD11B1L	hydroxysteroid 11-beta dehydrogenase 1 like	-1.57335649531949	-0.872985279253347	0.00232621989226953	0.0251778572445962
ENSOARG00000007493	101123162	DHCR24	24-dehydrocholesterol reductase	-1.06528199118479	-1.68058857846314	0.00403369068730901	0.000574218118435071
ENSOARG00000007502	780520	NFKBIA	NFKB inhibitor alpha	2.65417203930313	3.35911693875061	7.23561315157001e-07	1.21536593194343e-05
ENSOARG00000007513	101110761	SYNPO	synaptopodin	-1.24583110533632	-1.27363314046494	0.00616819859199829	0.00679692266595663
ENSOARG00000007524	101107808	PLEKHN1	pleckstrin homology domain containing N1	-1.79283431452426	-1.47509406738337	0.000166166758285415	0.000288998401793455
ENSOARG00000007525	101102750	AXL	AXL receptor tyrosine kinase	-1.26780467690406	-1.67541213659595	0.00131157829461731	2.3583132527493e-05
ENSOARG00000007549	101104572	LPAR2	lysophosphatidic acid receptor 2	-2.30644005348582	-2.54065360040608	0.0046002964904478	3.80237359849499e-05
ENSOARG00000007556	101103075	NUFIP1	nuclear FMR1 interacting protein 1	0.934755124539739	1.04341152539325	0.0120428259752749	0.00104864470382125
ENSOARG00000007573	101109491	TAP2	transporter 2, ATP binding cassette subfamily B member	1.31945671360968	1.16019934642696	0.014748723140103	0.00533015850984374
ENSOARG00000007577	101114273	ZBTB49	zinc finger and BTB domain containing 49	0.910277710594462	1.53688153591214	0.0179096257038846	8.55438592526832e-05
ENSOARG00000007588	101102134	STAT6	signal transducer and activator of transcription 6	-1.15259926011641	-1.5195151586856	0.00153195913517143	0.000575011341171298
ENSOARG00000007591	101107699	NLRP3	NLR family pyrin domain containing 3	3.12225832897473	4.2055051540247	3.89711424049705e-05	5.76127308942832e-06
ENSOARG00000007592	443460	PTGS2	prostaglandin-endoperoxide synthase 2	4.38332883908416	4.73551702835906	0.000845083918603228	0.000243782067947131
ENSOARG00000007605	101120014	FNBP4	formin binding protein 4	1.5601982903777	0.941253510195589	0.000138025920607721	0.00841366004426983
ENSOARG00000007606				1.01438478819607	1.11556876532263	0.0447332905763821	0.0215492293496268
ENSOARG00000007615	101103343	LOC101103343	carcinoembryonic antigen-related cell adhesion molecule 6	-1.12061039923178	-1.0864044566119	0.00153756084522966	0.0026528739186247
ENSOARG00000007635	101118663	ANXA7	annexin A7	-0.848429941777609	-0.544685454468171	0.041824287864034	0.0384947258195142
ENSOARG00000007664	101117348	PIK3CD	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta	-1.72098662009125	-1.86897814085946	0.000895341603086994	0.000269893015414232
ENSOARG00000007683	101111722	CXCL16	C-X-C motif chemokine ligand 16	1.14134909340689	2.39353341406716	0.00347080947688297	8.09157618983651e-05
ENSOARG00000007713	101121165	NAB2	NGFI-A binding protein 2	-1.71140011762531	-1.57194165901594	0.000579121853241908	4.36986088919765e-05
ENSOARG00000007738	101115580	TAP1	transporter 1, ATP binding cassette subfamily B member	2.21074470569848	3.02232650385099	0.00018475461398761	1.23976070073944e-05
ENSOARG00000007751	101110140	IFFO1	intermediate filament family orphan 1	-1.64690494874785	-1.45442667044243	0.000136952354357879	8.27254739829211e-05
ENSOARG00000007771	101104121	SEMA4D	semaphorin 4D	-2.37742431337529	-2.11747645831618	4.99851492415366e-05	0.000191943589798083
ENSOARG00000007791	101119925	VAT1L	vesicle amine transport 1 like	-0.98342556887327	-1.21733704670371	0.0460672582957748	0.00363293796420179
ENSOARG00000007797	101112493	ARRB2	arrestin beta 2	-2.42994400561722	-2.74417829225627	0.000273089968215739	1.665562037059e-06
ENSOARG00000007814	101105303	SYK	spleen associated tyrosine kinase	-1.71224405674679	-1.45173084970015	0.000183570026934856	0.00453130040831342
ENSOARG00000007828	101109469	SNTA1	syntrophin alpha 1	-1.01886303265423	-0.61256150813872	0.0225650361471797	0.047348759343458
ENSOARG00000007866	101115834	PSMB9	proteasome subunit beta 9	1.71417629289518	2.84433479767961	0.00558561111641078	2.33266223805732e-05
ENSOARG00000007871	101117681	SCRN2	secernin 2	-1.23370241833889	-2.29163636903412	0.0239348923068055	0.000168855693109812
ENSOARG00000007893				-1.05193261977862	-1.60492275381379	0.0313939496027262	0.000449400935691576
ENSOARG00000007908	100192422	MMP9	matrix metallopeptidase 9	-1.86679563408392	-1.75329716927914	0.00988227077051992	0.00244091510515633
ENSOARG00000007926	101102006	PAFAH1B3	platelet activating factor acetylhydrolase 1b catalytic subunit 3	-1.22279037558607	-1.14738402283169	0.00184025069276811	0.000897687333974209
ENSOARG00000007934	101104909	HS3ST1	heparan sulfate-glucosamine 3-sulfotransferase 1	2.28144622067911	3.5784578512611	0.0168719749303076	0.000443904542380989
ENSOARG00000007939	101115033	WDR1	WD repeat domain 1	-0.804945825902624	-0.554945982843938	0.0251880445296241	0.0462696114967127
ENSOARG00000007953	101108340	TMEM184C	transmembrane protein 184C	0.832155361779448	0.857846427648704	0.0407055648970624	0.00613751420753993
ENSOARG00000007959	101106728	SPTBN2	spectrin beta chain, non-erythrocytic 2	-1.34393816709105	-1.54741570012159	0.00156958720436574	0.00113781696256207
ENSOARG00000008014	101104584	LRCH1	leucine rich repeats and calponin homology domain containing 1	1.09375709305216	1.23487761863358	0.0112106940755593	0.00494768971907163
ENSOARG00000008016	101104657	TNIP1	TNFAIP3 interacting protein 1	1.3299284700361	1.71516408828841	0.00436693419691768	0.000245867719889322
ENSOARG00000008020	101102508	ERF	ETS2 repressor factor	-1.85159486347484	-2.32947367603952	1.98414564712241e-05	3.02919525997035e-06
ENSOARG00000008034		MAF	MAF bZIP transcription factor	-1.7383439116326	-2.43211836694745	0.000491425014000237	0.000718463481968804
ENSOARG00000008038	101110276	BRD2	bromodomain containing 2	0.972406974524177	0.61576040023465	0.00298176396272786	0.00677882833832071
ENSOARG00000008099	101108327	SAMD11	sterile alpha motif domain containing 11	-1.61776187507057	1.57201694521615	0.00487125006567062	0.00270083549891876
ENSOARG00000008102	101120504	CUEDC1	CUE domain containing 1	-1.16256225400386	-0.95711449062338	0.0100035546112799	0.000767458757166482
ENSOARG00000008103	101102478	ZSWIM4	zinc finger SWIM-type containing 4	1.06045915205565	1.98917324144511	0.0318147724490246	0.00125391901709241
ENSOARG00000008140	101104938		protein AHNAK2	-2.6516109578709	-2.54529500036684	1.68107277490188e-07	1.02499196105212e-05
ENSOARG00000008143	101120499	SMPDL3A	sphingomyelin phosphodiesterase acid like 3A	-1.38672569527379	-1.46182016680625	0.0048213834110782	7.86313596343215e-05
ENSOARG00000008157	101120977	CABLES1	Cdk5 and Abl enzyme substrate 1	-1.90882836164175	-4.0296354212706	0.00747951195604563	2.38826854103895e-06
ENSOARG00000008161	101107664	FGD3	FYVE, RhoGEF and PH domain containing 3	-2.41523296970975	-1.78780105769032	0.00530541403226394	2.00983464151733e-05
ENSOARG00000008183		TRIB1	tribbles pseudokinase 1	1.05293097797951	1.45929311195725	0.0439162403101199	0.0030366787415457
ENSOARG00000008188	101105245	ANXA6	annexin A6	-0.897214535971591	-0.910791121307741	0.0267171727802113	0.000806209316880085
ENSOARG00000008209	101115265	FNBP1	formin binding protein 1	1.08395523964466	1.37215857506489	0.0412998054752779	0.000749467077527122
ENSOARG00000008244	101108588	ZBTB17	zinc finger and BTB domain containing 17	0.870582861554515	1.73673065764693	0.0161944407687608	8.10177750556592e-05
ENSOARG00000008255	101105716	HSD3B7	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7	-0.929464672140404	-0.822727264958588	0.00537662795891607	0.00370608560193248
ENSOARG00000008258	101107810	RGS19	regulator of G protein signaling 19	-1.7888538848956	-2.31750824896584	0.000709208168981034	2.40465184852331e-06
ENSOARG00000008304	101115765	GYG2	glycogenin 2	-1.02359454201045	-0.953678257675821	0.0362167161827768	0.0120817658148173
ENSOARG00000008330	101122350	WDR91	WD repeat domain 91	-1.54806500285304	-1.75382878759358	0.000122304448822042	5.09817314012876e-05
ENSOARG00000008333	443540	TNF	tumor necrosis factor	5.27145556728739	5.58728237290624	7.23561315157001e-07	1.665562037059e-06
ENSOARG00000008340	101118711	TBX21	T-box 21	2.64923216246043	2.76117886020318	0.041398957247345	0.000281315105176284
ENSOARG00000008352	101104265	ARHGEF1	Rho guanine nucleotide exchange factor 1	-0.903397237177976	-0.915199599668882	0.0381493856917797	0.000305491417942864
ENSOARG00000008357	101117649	STAM2	signal transducing adaptor molecule 2	1.04033893598073	0.998657178002798	0.0102760543706013	0.00191273115616004
ENSOARG00000008369	443232	CD40	CD40 molecule	2.55160427053329	5.38691819565896	7.92957952285639e-05	1.84775189903382e-06
ENSOARG00000008374	101121316	GCNT1	glucosaminyl (N-acetyl) transferase 1, core 2	-2.35414698507954	-2.27849001095532	0.010729587850795	0.000931609028194718
ENSOARG00000008384	101106382	PGGHG	protein-glucosylgalactosylhydroxylysine glucosidase	-1.39607272585618	-1.26878692547851	0.000321407944906149	0.00383286408093152
ENSOARG00000008401	101120603	PARP8	poly(ADP-ribose) polymerase family member 8	1.24118203669117	1.23564437380874	0.000258043596556684	0.000402756956409936
ENSOARG00000008430	101121705	JAML	junction adhesion molecule like	-2.4361777450841	-1.20364913208542	0.000987708958260441	0.000417108223708131
ENSOARG00000008451	100913167	PRR15	proline rich 15	2.58955593423228	5.01777540155607	0.00222181587846885	4.39343984923452e-06
ENSOARG00000008468	101121040	EMB	embigin	-1.33372478661252	-1.73965705607704	0.000219739717914598	0.000284261176057042
ENSOARG00000008473	100302501	PLAU	plasminogen activator, urokinase	-0.792813228623822	-0.906587822869708	0.0384004408937358	0.0339473617033062
ENSOARG00000008521	101113847		SHC adaptor protein 2	-1.77020031585746	-1.05566438773628	0.000164820331508986	0.000967313822247513
ENSOARG00000008524	101104140	PTGES	prostaglandin E synthase	2.46623743333579	5.28683686010641	0.000746227782281748	0.000107211344272903
ENSOARG00000008597	101123121	SGMS2	sphingomyelin synthase 2	1.74584297104339	2.50127431885214	0.000337516266837544	6.22663957892965e-06
ENSOARG00000008603	101104290	BCKDK	branched chain ketoacid dehydrogenase kinase	-1.3153626212123	-1.54489051558352	0.000500637471634069	1.48636960801213e-05
ENSOARG00000008621				-2.01070639065645	-1.1676328523791	8.4787001560743e-05	0.00125827975648252
ENSOARG00000008629	100125621	PLIN3	perilipin 3	0.955139016240285	0.949762460362884	0.00159231272477678	0.00165269186887936
ENSOARG00000008656	101109631	FBLIM1	filamin binding LIM protein 1	-2.31413776603362	-1.86722227709245	1.53819059190069e-05	0.00145076928987242
ENSOARG00000008665	101115093	CDV3	CDV3 homolog	0.959374096323793	1.16330560981662	0.0102069730296916	0.00266996098472352
ENSOARG00000008693	101119259	CISH	cytokine inducible SH2 containing protein	3.82952547513482	7.30365100662722	4.613127296681e-06	6.42753766341752e-06
ENSOARG00000008702	101121820	LOC101121820	cytochrome P450 2J2-like	1.62579618446704	2.20989018062324	0.0134810823437601	0.000286641061927425
ENSOARG00000008707	101111016	TICAM1	toll like receptor adaptor molecule 1	2.16763328310221	2.84819436980221	6.9416996340837e-06	3.8948911005794e-06
ENSOARG00000008734	101113364	TPCN1	two pore segment channel 1	-1.02941495005636	-1.8338174431579	0.00520457560037546	4.95645407300516e-05
ENSOARG00000008746	101103290	SAMD8	sterile alpha motif domain containing 8	1.66256145171136	1.25876408339988	0.00436504344121955	0.00341814056227215
ENSOARG00000008752	101110931	VWF	von Willebrand factor	-1.35564570968712	-2.11664986058309	0.0354552365583126	2.71348460463908e-05
ENSOARG00000008793	101105148	IER5L	immediate early response 5 like	-1.58793784845745	-1.46567518512398	0.000704536404361605	0.000737290763103407
ENSOARG00000008797		CMIP	c-Maf inducing protein	-1.17221591428795	-1.7072407051127	0.0234741488619789	0.000110560342303282
ENSOARG00000008822	101105648	CRAT	carnitine O-acetyltransferase	-0.778611096023617	-0.767958615133624	0.0411931852352262	0.00891067358656741
ENSOARG00000008834	101117117	HSPA1L	heat shock protein family A (Hsp70) member 1 like	-1.84763017568474	-2.41414732181916	0.000599125078371803	1.02499196105212e-05
ENSOARG00000008867	100302564	PLAUR	plasminogen activator, urokinase receptor	1.21181036825511	1.68767970670345	0.000431345933084732	0.000655328610372601
ENSOARG00000008882	101119671		tankyrase 1 binding protein 1	-1.15886958116575	-0.770333152798908	0.000166055668416147	0.00563324408797865
ENSOARG00000008893	678672	SLAMF1	signaling lymphocytic activation molecule family member 1	3.9691783333082	5.35537371679766	2.22546322235252e-05	1.02499196105212e-05
ENSOARG00000008900				-1.09665078561066	-1.2901330949316	0.00343700125665444	0.000409105905467693
ENSOARG00000008947		KCNN4	potassium calcium-activated channel subfamily N member 4	-2.00372179071553	-2.22040420878424	0.00285728843163948	2.84252044795747e-05
ENSOARG00000008956		OCSTAMP	osteoclast stimulatory transmembrane protein	2.2300105119285	2.74203438942609	0.000695775960715045	6.99438994170716e-05
ENSOARG00000008967	101121221	SLAMF7	SLAM family member 7	1.56375498817445	2.23730471483312	0.00147636544786923	0.00030213850699276
ENSOARG00000009019	101119185	TNFAIP6	TNF alpha induced protein 6	2.41906574380938	5.57618034868378	0.00436055928745666	4.33715940497149e-06
ENSOARG00000009057				-1.06378506509008	-1.38117823399035	0.00688223707416413	0.00300732635979915
ENSOARG00000009090	101119706	CYP1B1	cytochrome P450 1B1	-1.01035860317241	-1.59737211143324	0.0289808425420847	0.000640758825490735
ENSOARG00000009096	101118923	MTUS1	microtubule associated scaffold protein 1	-1.66152802268582	-1.86471086838969	0.0256570808452954	1.84507530437517e-05
ENSOARG00000009103	101119445	NMI	N-myc and STAT interactor	1.46597922328443	2.52150214665029	0.00988227077051992	0.000112956539690395
ENSOARG00000009139	101104278	FYCO1	FYVE and coiled-coil domain containing 1	-1.01917610947056	-2.20624916472268	0.0105105276115617	0.00099661407255599
ENSOARG00000009145	101111585	B3GALT4	beta-1,3-galactosyltransferase 4	-1.51105865197757	-1.28369883468593	0.00125871945454856	0.000220951236176569
ENSOARG00000009176	101110963		poliovirus receptor	2.84347659167475	5.29090228171796	0.00487432046569511	0.000143726139113412
ENSOARG00000009185		ARHGAP23	Rho GTPase activating protein 23	-1.0868136725218	-1.24160471970863	0.00694133086865229	0.004861111408851
ENSOARG00000009196	101105036	LOC101105036	histone H2A type 1	3.44153188436575	1.06019671479066	0.000131134521521879	0.0443024278860493
ENSOARG00000009199	101119882	RBM43	RNA binding motif protein 43	1.46163380362318	2.20401753795589	0.00256978859468383	5.43680654331818e-05
ENSOARG00000009200	101118547	SLC2A10	solute carrier family 2 member 10	-1.28268403439564	1.33679517216108	0.00061420555906905	0.0430986045873537
ENSOARG00000009205	101102378	CDA	cytidine deaminase	4.01955682231416	3.1976712426687	3.21012055966264e-07	4.95645407300516e-05
ENSOARG00000009241	101119572	CCL8	C-C motif chemokine 8	1.8490325867086	6.62535691132098	0.0206121823109863	2.86878657079393e-05
ENSOARG00000009303	101110451	OTUD4	OTU deubiquitinase 4	1.01195364730363	1.1829259132204	0.0151558815686669	0.00663233142136375
ENSOARG00000009312	101117118	RGL2	ral guanine nucleotide dissociation stimulator like 2	-1.22948650998903	-1.47918219752216	0.000512247338142648	5.25306797119978e-05
ENSOARG00000009325	101119148	UNC13D	unc-13 homolog D	-1.96733978906408	-1.7778428983486	4.70680708619915e-05	1.26466585035933e-05
ENSOARG00000009334	101101952	UBAP1	ubiquitin associated protein 1	1.28112886184598	1.02695532504915	0.00125986742397489	0.00230188338950047
ENSOARG00000009339	101105022	SLC43A3	proteoglycan 3-like	-0.863113239504661	-1.15952557367313	0.0351347493773678	0.000112475631387188
ENSOARG00000009349	101120018	KNTC1	kinetochore associated 1	-1.209331674021	-1.24372816935715	0.0111079268029331	0.00544613941787432
ENSOARG00000009359	101102205	DCAF12	DDB1 and CUL4 associated factor 12	0.862715221195544	0.53628182304183	0.0356227133856528	0.0222370699425017
ENSOARG00000009386	101120049	VPS37A	VPS37A, ESCRT-I subunit	0.850818288079127	1.05899494511058	0.0289396696333321	0.000741466147345568
ENSOARG00000009399	101123168	ARHGAP30	Rho GTPase activating protein 30	-2.3000645880323	-1.86313392906748	0.000579097776150786	1.33389281356668e-05
ENSOARG00000009419	101115146		zinc finger MYND-type containing 8	-1.48432079449016	-1.49441207867543	7.50349734934191e-05	0.000372396839424344
ENSOARG00000009440	101118145	MAP4K2	mitogen-activated protein kinase kinase kinase kinase 2	-1.14456920830429	-1.05705727342549	0.00578588870673711	0.00076744631562177
ENSOARG00000009454		LYL1	LYL1, basic helix-loop-helix family member	-2.85049604613296	-3.29342029672828	6.58357028633034e-05	1.55573223444481e-06
ENSOARG00000009459	101122542	SDR42E1	short chain dehydrogenase/reductase family 42E, member 1	-0.932190364702767	-0.913029378052261	0.0479879109814611	0.0388293320729981
ENSOARG00000009498	101118312	NFKBIE	NFKB inhibitor epsilon	1.17333663430942	3.37276034465202	0.0021316650865165	2.55412549046683e-05
ENSOARG00000009529	101106385	TGFB1I1	transforming growth factor beta 1 induced transcript 1	-2.79388544481833	-1.82741205274795	2.71969885396309e-05	6.93041994350874e-05
ENSOARG00000009537		DUSP5	dual specificity phosphatase 5	2.79235274706446	2.67826993530581	3.63097669338812e-06	1.48636960801213e-05
ENSOARG00000009545		RELB	RELB proto-oncogene, NF-kB subunit	1.26257712845753	2.45032114172129	5.89069673634028e-05	1.75521170465635e-05
ENSOARG00000009551	101105278	FYB1	FYN binding protein 1	-2.07422395927925	-2.44844131359001	0.0447332905763821	8.09157618983651e-05
ENSOARG00000009555	101108931	H3F3B	H3 histone, family 3B	1.36871789763124	1.20214627844047	0.000449653905078277	0.000604981147825772
ENSOARG00000009559		TMEM151B	transmembrane protein 151B	2.90269678596831	4.3377442390301	0.00694133086865229	3.8985024730333e-05
ENSOARG00000009611	101104133	LOC101104133	myc box-dependent-interacting protein 1-like	-0.808972570218209	-0.850075592518157	0.0491448978696643	0.00758663019022734
ENSOARG00000009686	101106565	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4	5.04932789311854	4.90588659034619	1.40627343085586e-06	2.88156001618086e-05
ENSOARG00000009693	101114648	FOXP1	forkhead box P1	0.878186342464922	1.87040875041655	0.0300161505652857	2.40039734605025e-05
ENSOARG00000009719	101114882	SLC16A13	solute carrier family 16 member 13	-1.32646116422129	-0.717710497551202	0.0103336940296821	0.0135115328058557
ENSOARG00000009727				0.993245659893215	0.6697195844779	0.0124261347664827	0.0208867481849648
ENSOARG00000009733	101110843	RELL1	RELT like 1	1.4873496778616	2.19086582522868	0.00190663307550475	7.86313596343215e-05
ENSOARG00000009740	101121673	EIF2AK2	eukaryotic translation initiation factor 2 alpha kinase 2	1.37468246648441	1.9444304819096	0.0204843049144776	0.000404135687078081
ENSOARG00000009741	101107182		WD repeat domain 34	-1.28112952995026	-1.71298440862706	0.0113187382524385	3.8824937755658e-05
ENSOARG00000009749	101118035	PLCD3	phospholipase C delta 3	-1.33537898284119	-1.6953814020485	0.00302398657343021	0.000643916262732536
ENSOARG00000009764	101119919	ITGB4	integrin subunit beta 4	-1.462152516319	-2.37207635383863	0.00600560612641748	0.0113083746969404
ENSOARG00000009770	101108984	DPYSL2	dihydropyrimidinase-related protein 2	-1.4300621480369	-1.83388004338765	0.0236331093211729	0.00065843370418001
ENSOARG00000009791	101122711	RGS1	regulator of G protein signaling 1	-1.78542568953696	-1.40121830124397	0.00818334769687688	0.000731978593009665
ENSOARG00000009794	101108481	DGKI	diacylglycerol kinase iota	-1.93962327893857	-1.81339110542742	0.00287995297585279	1.41873798926515e-05
ENSOARG00000009823	101122253	ORC4	origin recognition complex subunit 4	1.14363627659206	1.80517987459642	0.00440795246591556	8.37293126916815e-05
ENSOARG00000009826	101109225	PGM1	phosphoglucomutase 1	-0.838118867914517	-1.14450592081081	0.0191608104978195	0.000115177193615609
ENSOARG00000009837	101111285	PGM2	phosphoglucomutase 2	1.17146268254498	2.1732456255204	0.00555733830316075	0.000100738529175631
ENSOARG00000009865	101120613	LOC105601867	serum amyloid A-4 protein	2.44371235871917	4.63441682432096	0.00107020458054205	9.0612131696103e-06
ENSOARG00000009866	101119116	TBL1X	transducin beta like 1 X-linked	-0.832890943995853	-0.642219301469596	0.0182978653972996	0.00961481070400645
ENSOARG00000009887	101113976	CHST15	carbohydrate sulfotransferase 15	-1.26725875073758	-1.45545569713994	0.0180813904187404	9.82995039578079e-05
ENSOARG00000009895	101106106	PGM2L1	phosphoglucomutase 2 like 1	-1.29303973277595	-1.87885186438108	0.0212220608709848	0.000191943589798083
ENSOARG00000009901	101113127		PEAK1 related, kinase-activating pseudokinase 1	-1.89179260498177	-2.18472530711371	0.000437220124659722	0.000232183953438211
ENSOARG00000009903				-1.91718718202431	-1.39683804615371	0.00409083993523072	0.021961532430309
ENSOARG00000009913	101116596	PPP1R13L	protein phosphatase 1 regulatory subunit 13 like	-1.28507652052679	-0.821769165336402	0.0010017791673267	0.00871437761024472
ENSOARG00000009918	101119284	DOCK5	dedicator of cytokinesis 5	-1.0959898641211	-1.38645360528547	0.0112220423635737	0.00162890095163914
ENSOARG00000009936	101106936		homer scaffold protein 3	-1.53588012135727	-1.50425722305729	6.1067407635294e-05	0.00025414173377686
ENSOARG00000009938	101101867	KYNU	kynureninase	1.47272940120593	2.71215576733016	0.00266856726094174	7.75356654592099e-05
ENSOARG00000009939	101117886	SYNGAP1	synaptic Ras GTPase activating protein 1	-1.22199441169007	-1.49290273386735	0.0070847424097827	0.00571255676166068
ENSOARG00000009963	101121216	LOC101121216	serum amyloid A protein-like	2.64196082108116	4.37999405899235	0.000246113705785754	3.34953901026717e-06
ENSOARG00000009970	101115232	PIK3IP1	phosphoinositide-3-kinase interacting protein 1	-1.97858370389701	-4.39565201242588	0.00226435609062645	7.54816371668269e-06
ENSOARG00000009978	100142676	FBXO32	F-box protein 32	-1.46515506815937	-1.12862565881821	0.000819720638164134	0.000998291404128106
ENSOARG00000009988	101108527	ANKRD13D	ankyrin repeat domain-containing protein 13D	-1.19303074393105	-1.72541952454481	0.00353505831330665	0.000342572354092394
ENSOARG00000010030	101110463	RAVER2	ribonucleoprotein, PTB binding 2	-1.51078444972265	-1.50185491824798	0.00309326380607423	0.000431735411395266
ENSOARG00000010042	101112949	STC1	stanniocalcin 1	1.60406006372074	1.9800833629595	0.00352596450924118	0.000711642438539452
ENSOARG00000010065	101121869	LASP1	LIM and SH3 protein 1	-1.07956453595791	-1.2675157351665	0.0019600785454542	0.0128438987016347
ENSOARG00000010077	101106745	ARMCX1	armadillo repeat containing X-linked 1	-0.913359074913622	-1.8032575112943	0.0268492413806973	8.93903760412713e-05
ENSOARG00000010098	101112230	CDC40	cell division cycle 40	1.66969082564349	1.44843218751009	7.08053081679069e-05	0.000577594346688876
